h3_index,poi_count,count_poi_types,poi_type_list,poi_list
872664c32ffffff,1,1,information,
872664c80ffffff,121,22,"school, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, school, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, variety_store, bicycle_rental, bicycle_rental, bicycle_rental, coffee, bakery, bakery, bicycle_rental, mobile_phone, mobile_phone, fast_food, mobile_phone, mobile_phone, variety_store, fast_food, mobile_phone, mobile_phone, confectionery, bicycle_rental, bicycle_rental, ice_cream, police, community_centre, school, bicycle_rental, cafe, supermarket, cafe, events_venue, place_of_worship, place_of_worship, library, community_centre, fire_station, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility, fuel, convenience, fuel, place_of_worship, variety_store, convenience, fast_food, convenience, convenience, place_of_worship, place_of_worship, variety_store, place_of_worship, place_of_worship, place_of_worship, fast_food, place_of_worship, place_of_worship, place_of_worship, fuel, place_of_worship, fast_food, place_of_worship, convenience, place_of_worship, place_of_worship, clinic, school, school, school, school, fuel, community_centre, school, school, bus_station, bus_station, bicycle_rental, bicycle_rental","Saint Angela School, Saint Pauls School, Jordan River Missionary Baptist Church, Little Rock Missionary Baptist Church, The Old Rugged Cross Missionary Baptist Church, Old Ship of Zion Missionary Baptist Church, Original Rising Star Missionary Baptist Church, New Mount Zion Offspring Missionary Baptist Church, New Greater Saint James Missionary Baptist Church, Gods Holy Ghost Missionary Baptist Church, Saint Rome Missionary Baptist Church, Saint Luke Missionary Baptist Church, True Gospel Missionary Baptist Church, Truevine Baptist Church, Sunny Mount Zion Missionary Baptist Church, Greater First Baptist Missionary Baptist Church, Austin Career Education Center, Community Lutheran School, Austin Special School and Sheltered Work Center, Austin Church of the Nazarene, Austin Messiah Lutheran Church, Goodway Church of God in Christ, Grace Deliverance Tabernacle Church, New Miracle Temple Church of God in Christ, Circle Evangelical Free Church, Church of Christ, Pine Avenue United Church, Mount Calvary Church of God in Christ, Lily of the Valley Baptist Church, Highway of Holiness Pentecostal Church, Holy City Church of God in Christ, Northside Church of God in Christ, Old Path Church of God in Christ, Unity of Love Church, Spirtual Israel Church, Temple of Spiritual Truth, Progressive True-Vine MB Church, Saint Paul Evangelical Lutheran Church, Family Dollar, Laramie Ave & Kinzie St, Austin Blvd & Chicago Ave, Central Ave & Chicago Ave, Bitoys Bistro, Schweet Cheesecake, Southshore Bakery, Latrobe Ave & Chicago Ave, Boost Mobile, Boost Mobile, Subway, Boost Mobile, Boost Mobile, Family Dollar, Subway, Boost Mobile, Boost Mobile, Bitoy's SweeTreats, Augusta Blvd & Laramie Ave, Menard Ave & Division St, Baskin-Robbins, Cook County Sheriff's Police Substation, Sankofa Center at AAABNA, Moving Everest Charter School, Pine Ave & Division St, Urban Essentials Coffee Café, Forty Acres Fresh Market, New Sound Cafe, L May Creations Event Space, New Greater True Light MB Church, Pine Avenue United Church, Henry W. Austin Branch Library, Austin Town Hall, Chicago Fire Department Engine Company 96, Kingdom Missionary Baptist Church, Austin United Presbyterian Church, Gammon United Methodist Church, Chicago First Church of Nazarene ""Lighthouse"", Paradise Missionary Baptist Church, Saint Martin's Episcopal Church, Greater Holy Temple Church of God in Christ, Austin Baptist United Church of Christ, Most Worshipful William V. Banks Grand Lodge, Senior Suites Of Austin, Citgo, Super Fuel, North Austin United Methodist Church, Dollar Tree, Citgo, McDonald's, Marathon, Marathon, Jehovahs Witnesses - West Unit, Hamlett Isom CME Church, Dollar General, Inspirational Deliverance Center Church of God in Christ, Christ Unity Church, Community Lutheran Church, Dunkin', Our Lady Help of Christians Roman Catholic Church, Christ Tabernacle Missionary Baptist Church of Austin, Jordan Temple Baptist Church, Marathon, Third Unitarian Church, Church's Chicken, Chicago West Bible Church, Healing Center Church of God in Christ, Bethel Evangelical Lutheran Church, PCC Austin Family Health Center, Austin Community Academy High School, Duke Ellington Elementary School, Frederick Douglass Academy High School, Howe Elementary School, Marathon, By The Hand Club for Kids, Hay Community Academy, Brunson Elementary School, Chicago & Austin Terminal, Division & Austin Terminal, Central Ave & Lake St, Austin Blvd & Lake St"
872664c81ffffff,107,25,"school, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, music_school, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bar, restaurant, bicycle_rental, mobile_phone, mobile_phone, rental, convenience, social_facility, events_venue, school, music, community_centre, fuel, convenience, car_wash, post_office, convenience, fuel, convenience, place_of_worship, place_of_worship, fuel, convenience, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, hardware, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, fuel, fuel, fire_station, place_of_worship, community_centre, community_centre, fuel, convenience, variety_store, place_of_worship, place_of_worship, place_of_worship, storage_rental, car_parts, place_of_worship, place_of_worship, fuel, bank, pharmacy, restaurant, post_office, fast_food, school, school, school, community_centre, fast_food, fuel, fuel, convenience, school, convenience, school, convenience, college, school, bicycle_rental, bicycle_rental","Chicago Jesuit Academy, Saint Thomas School, Christian Union Missionary Baptist Church, Greater New Mount Olivet Missionary Baptist Church, Soul Saving Missionary Baptist Church, The King David Baptist Church, Isaiah Mission Baptist Church, Earl Bedford School of Music, Bethel Lutheran School, Gods All Nations Pentecostal Church, Goodhope Church of God in Christ, New Home Baptist Church, New Precious Grove Missionary Baptist Church, New Mission Church of God in Christ, Knee Way Pentecostal Church of God in Christ, Christian Service Center, Church of Living God, Greater New Birth Church of God in Christ, Saint John Church of God in Christ, Saint Jude Spiritual Church, Saint Jude Church of God in Christ, Pentecostal House of Prayer, Holy Mission Church of God in Christ, One Way Apostolic Church of God, West End Baptist Church, Unity Fellowship Baptist Church, Unity Church of God and Christ, Sunrise Baptist Church, Saint Mary Church of God in Christ, Sweet Kingdom Baptist Church, Cicero Ave & Quincy St, Flournoy St & Cicero Ave, Laramie Ave & Madison St, Laramie Ave & Gladys Ave, Kenton Ave & Madison St, Brick’s Sports Bar & Grill, The Licking, Kostner Ave & Adams St, Metro by T-Mobile, Metro by T-Mobile, U-Haul, BP Shop, Primo Center, Bare Copper, Christ the King Jesuit College Prep, Out of the Past Records, Sankofa Village Wellness Center, BP, 76, Buddy Bear Car Wash, Mary Alice Henry Post Office, Mobil Mart, Exxon, 76, Bethel Lutheran Church, New Mount Pilgrim Missionary Baptist Church, Falcon, Falcon Food Mart, Greater Saint Johns Missionary Baptist Church, Saint Michael Baptist Church, Alpha and Omega Missionary Baptist Church, Saint Barnabas Episcopal Church, Church of Christ, King's Hardware, Ruth Memorial Missionary Baptist Church, Corinthians Temple Church of God in Christ, New Evangelical Church, Home of Life Missionary Baptist Church, Mt Carmel Holiness Church, Mobil, 76, Chicago Fire Department Engine Company 113, Mandell United Methodist Church, Austin Satellite Senior Center, BUILD, Gulf, Gulf, Family Dollar, Friendship Baptist Church, One Lord One Faith Missionary Baptist Church, Kingdom Hall of Jehovahs Witnesses, StorageMart, Advance Auto Parts, Truth & Deliverance International Ministries, Saint Thomas Aquinas Roman Catholic Church, BP, U.S. Bank, Walgreens, MacArthur's Restaurant, Milton R. Brunson Post Office, Whale Fish and Chicken, Sumner Elementary School, Hefferan Elementary School, Spencer Technology Academy, The Peace Corner Youth Center, McDonald's, 76, BP, BP Shop, Michele Clark Magnet High School, BP Shop, George W. Leland Elementary School, Tiger Mart, Malcolm X College Westside Learning Center, Cicero Ave & Lake St, Kostner Ave & Lake St"
872664c83ffffff,49,17,"school, school, place_of_worship, school, school, place_of_worship, place_of_worship, school, place_of_worship, social_facility, place_of_worship, place_of_worship, fast_food, bicycle_rental, bicycle_rental, bicycle_rental, bar, bar, fast_food, fast_food, fast_food, mobile_phone, variety_store, mobile_phone, mobile_phone, bicycle_rental, funeral_directors, fast_food, charging_station, supermarket, car_parts, fast_food, place_of_worship, hospital, car_parts, place_of_worship, place_of_worship, supermarket, police, place_of_worship, social_facility, childcare, hospital, storage_rental, school, school, bus_station, bus_station, bus_station","Plato School, Catalyst Circle Rock Charter School, Bethel Green Missionary Baptist Church, Austin School of Beauty Culture, CAM Academy, Bethlehem Unity Missionary Baptist Church, New Saint Matthews Missionary Baptist Church, Miriam Daniels School, Risen Valley Mission Church of God in Christ, Winnie Evans Senior Citizens Drop In Center, Rock of Our Salvation Church, Circle Urban Ministries, Uncle Remus, Central Ave & Madison St, Central Ave & Harrison St, Austin Blvd & Madison St, Ted’s Place, Winners Sports Bar & Grill, Subway, Subway, Little Caesars, T-Mobile, Family Dollar, Boost Mobile, Boost Mobile, Mayfield Ave & Roosevelt Rd, Smith & Thomas Funeral Home, Terry's Place, Tesla Supercharger, Aldi, Advance Auto Parts, McDonald's, Greek Orthodox Church of the Assumption, Loretto Hospital, AutoZone, Bethel Apostolic Church, Emmaus Lutheran Church, Leamington Foods, Chicago Police Department 15th District Station, Trinity United Methodist Church, Generations at Columbus Park, Little Folks Cottage Inc, Hartgrove Behavioral Health System, Extra Space Storage, George Rogers Clark Elementary School, DePriest Elementary School, Harrison & Central Terminal, Madison & Austin Terminal, Jackson & Austin Terminal"
872664c84ffffff,118,43,"kindergarten, school, school, place_of_worship, place_of_worship, place_of_worship, supermarket, bakery, coffee, bakery, cafe, courthouse, bakery, mobile_phone, ice_cream, mobile_phone, supermarket, mobile_phone, convenience, department_store, clothes, optician, nutrition_supplements, video_games, fast_food, mobile_phone, convenience, rental, cafe, mobile_phone, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, pharmacy, bicycle_rental, bicycle_rental, bicycle_rental, ice_cream, car, place_of_worship, bicycle_rental, variety_store, fast_food, fast_food, mobile_phone, school, school, storage_rental, department_store, events_venue, storage_rental, bank, doityourself, restaurant, car_parts, fast_food, supermarket, chemist, convenience, shoes, fast_food, place_of_worship, school, place_of_worship, place_of_worship, post_office, fire_station, pharmacy, bar, fuel, place_of_worship, place_of_worship, fast_food, place_of_worship, cafe, bank, car_parts, fast_food, fast_food, car_parts, fuel, convenience, money_lender, bank, variety_store, place_of_worship, variety_store, fast_food, cafe, fast_food, fast_food, library, cinema, school, fast_food, police, school, school, fuel, variety_store, community_centre, car_parts, convenience, fuel, school, clinic, garden_centre, fuel, bus_station, school, school, car_wash","Galewood Pre-School and Day Care Center, Kiddie Play School, Listening Skills Training Center, Free Pentecostal Church of the Living God, Faith Restoration Miracle Church, Saint Peter Canisius Church, Food 4 Less, Babushka Bakery, Cafeteria Marianao, Sherwood Room, Somethin’ Sweet Donuts, Cook County Circuit Court Branches 23 & 29, La Luna Bakery Panaderia, AT&T, Baskin-Robbins, Boost Mobile, Save-A-Lot, T-Mobile, BP Shop, Ross, Rainbow, America's Best Contacts & Eyeglasses, GNC, GameStop, Subway, Metro by T-Mobile, U-Haul, Starbucks, T-Mobile, Leamington Ave & Hirsch St, Long Ave & North Ave, Menard Ave & North Ave, Major Ave & Bloomingdale Ave, Parkside Ave & Armitage Ave, Long Ave & Belden Ave, Lavergne Ave & Fullerton Ave, Lamon Ave & Armitage Ave, Kilpatrick Ave & Grand Ave, Walmart Pharmacy, Lockwood Ave & Grand Ave, Mango Ave & North Ave, Lawler Ave & North Ave, Baskin-Robbins, AutoBank, Iglesia Evangelica Emanuel, Mango Ave & North Ave, Five Below, Subway, Dunkin', Boost Mobile, Leslie Lewis Elementary School, Lloyd Elementary School, Extra Space Storage, Forman Mills, El Mexico Moderno Ball Room, U-Haul, Chase, The Home Depot, Paisans Pizzeria, Advance Auto Parts, McDonald's, Walmart Supercenter, Walgreens, Shell, Sketchers Outlet, Church's Chicken, Trinity Evangelical Lutheran Church, Christ School, Christ English Evangelical Lutheran Church, Pleasant Valley Baptist Church, Cragin Post Office, Chicago Fire Department Engine Company 68, Walgreens, Carolyn’s Zodiac Lounge, Amoco, Saint Stanislaus Bishop and Martyr Catholic Church, Saint Pauls Evangelical Lutheran Church, Burger King, Iglesia Misionera Bautista North Avenue, Starbucks, BMO, O'Reilly Auto Parts, Dunkin', McDonald's, NAPA Auto Parts, BP, Amoco, PLS, Bank of America, Family Dollar, Rock of Salvation Church, Dollar Tree, Popeyes, PTCI, White Castle, Dunkin', North Austin Branch Library, AMC Showplace Galewood 14, Saint Stanislaus School, Wendy's, Chicago Police Department 25th District Station, Northwest Middle School, Young Elementary School, Food 4 Less, Dollar General, Christopher House, AutoZone, BP Shop, BP, Prosser Career Academy, Belmont Cragin Health Center, Shell, Grand & Latrobe Terminal, Hanson Park Elementary School, Dr. Jorge Prieto Math and Science Academy, Buddy Bear Car Wash"
872664c85ffffff,95,32,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, kindergarten, place_of_worship, place_of_worship, school, place_of_worship, school, place_of_worship, kindergarten, variety_store, bakery, tyres, artwork, convenience, artwork, place_of_worship, car_repair, pawnbroker, car_wash, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, fast_food, mobile_phone, furniture, alcohol, bicycle_rental, bicycle_rental, restaurant, school, place_of_worship, social_facility, money_transfer, mobile_phone, school, clinic, fuel, convenience, fuel, place_of_worship, fast_food, fuel, charity, place_of_worship, marketplace, place_of_worship, convenience, convenience, place_of_worship, storage_rental, variety_store, bank, storage_rental, fire_station, fuel, place_of_worship, post_office, library, convenience, convenience, place_of_worship, school, place_of_worship, fast_food, fuel, bureau_de_change, convenience, fuel, fuel, fuel, school, supermarket, doityourself, school, fuel, school, clinic, school, school, fast_food, school, convenience, post_depot, social_facility, fast_food, school","Christian Home Missionary Baptist Church, New Light Missionary Baptist Church, Greater Christian Light Missionary Baptist Church, Universal Missionary Baptist Church, Progressive Solid Rock Missionary Baptist Church, True Faith Missionary Baptist Church, Spiritual Rock Missionary Baptist Church, Seven Star Missionary Baptist Church, Christian Faith Missionary Baptist Church, Incarnation Head Start Center, Redeem Tabernacle Church of God in Christ, Saint Andrews Missionary Baptist Church, Our Lady of Perpetual Help School, Way of Holiness Church of God in Christ, Westside Preparatory School, True Macedonia Missionary Baptist Church, Terry Town Nursery School and Kindergarten, Family Dollar, Biondillo Bakery, Alvaro’s Tire Shop, Our King, Citgo, Pyxis, Mission of Our Lady of the Angels, Snowman Auto, Cash America Pawn, Mobil, Lamon Ave & Chicago Ave, Kildare Ave & Chicago Ave, Lavergne Ave & Division St, Kildare Ave & Division St, Dunkin', Boost Mobile, Zolly's Recyclable Furniture, Sunrise Food & Liquor, Harding Ave & Division St, Harding Ave & Chicago Ave, The Salchipapa House, KIPP, Chicago Northside New Hope Church, Bethel New Life, Western Union, Total by Verizon, Brian Piccolo Specialty School, Austin Health Center of Cook County, Citgo, Mobil Mart, Mobil, Incarnation Lutheran Church, Jimmy's Red Hots, Falcon, The Salvation Army, Saints Cyril and Methodius Roman Catholic Church, Buyers Flea Market, Greater Holy Temple Ministries, Marathon, Saint Francis of Assisi Church, Extra Space Storage, Dollar Tree, Bank of America, Safeguard Self Storage, Chicago Fire Department Engine Company 117, GoLo, High Mountain Missionary Baptist Church, Robert LeFlore Jr Post Office, West Chicago Avenue Branch Library, Citgo, Citgo, Bethel Lutheran Church, Bethel Lutheran School, New Vision Non Denominational Church, Burger King, BP, Pulaski & Chicago Currency Exchange, Shell Shop, Shell, Citgo, Citgo, Nash Elementary School, Aldi, Menards, Nobel Elementary School, Marathon, Chicago Joint Public Safety Training Campus, North Kostner Health Clinic, West Park STEAM Academy, Orr Academy High School, Taco Bell, Ronald E. McNair Elementary School, BP Shop, Amazon SIL4, Boys & Girls Club, Culver's, KIPP Academy School"
872664c86ffffff,34,17,"school, place_of_worship, bank, bakery, bakery, convenience, money_lender, fast_food, mobile_phone, fast_food, mobile_phone, mobile_phone, storage_rental, bicycle_rental, bicycle_rental, deli, dry_cleaning, school, place_of_worship, place_of_worship, place_of_worship, storage_rental, place_of_worship, car_parts, fast_food, fast_food, place_of_worship, social_facility, restaurant, hospital, school, school, school, bus_station","Bethany School, Bethel Temple Assembly of God Church, Old Second National Bank, Cloverhill Bakeries, Today’s Temptation, 7-Eleven, Check Into Cash, Sarpino's Pizzeria, Boost Mobile, Taco Burrito King, Metro by T-Mobile, Boost Mobile, Public Storage, North Ave & New England Ave, Narragansett Ave & McLean Ave, Serrelli's Finer Foods, CD One Price Cleaners, Burbank Elementary School, North Austin Lutheran Church, Bethany Lutheran Church, Galewood Community Church, CubeSmart, Kingdom Builders Ministries International, AutoZone, KFC, Dunkin', Redeemer Church, The Montclare Senior Residences, Elbrus, Shriners Hospitals for Children, Sayre Language Academy, Lovett Elementary School, Acero Roberto Clemente School, North Avenue & Narragansett Terminal"
872664c88ffffff,90,30,"school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, variety_store, bakery, bakery, bar, bakery, bakery, bakery, hairdresser, bar, car_parts, mobile_phone, atm, mobile_phone, alcohol, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, restaurant, clinic, car_parts, artwork, mobile_phone, fast_food, bicycle_rental, arts_centre, restaurant, dentist, school, school, school, school, school, car_wash, fire_station, place_of_worship, place_of_worship, restaurant, fuel, social_facility, fuel, storage_rental, fast_food, convenience, convenience, place_of_worship, place_of_worship, social_facility, convenience, fuel, place_of_worship, place_of_worship, bakery, clinic, supermarket, social_centre, mobile_phone, restaurant, clothes, bank, bank, bank, mobile_phone, fast_food, place_of_worship, post_office, library, place_of_worship, school, school, school, school, fast_food, school, social_facility, school, school, school, bus_station","Grace School, Restoration of the Primitive Christian Church the Light of the World, Antioch Apostolic Faith Church, New Testament Missionary Baptist Church, Church of God, Shiloh Apostolic Deliverance Church, True Tabernacle Church of God, True Tabernacle, Saint Paul African Methodist Episcopal Church, Family Dollar, BomBon Cafe, Bombon, La Cueva, Nuevo Leon Bakery, Panaderia Coral, Panaderia Los Gallos, Gente Bella Beauty Salon Inc, Osito's Tap, AutoZone, Metro by T-Mobile, Bank of America, Boost Mobile, Moreno's Liquors, Lawndale Ave & 30th St, Komensky Ave & 31st St, Tripp Ave & 31st St, Kildare Ave & 26th St, Harding Ave & 26th St, Kildare Ave & Cermak Rd, El Faro, DaVita Dialysis, Advance Auto Parts, AT&T, Domino's, Harding Ave & 31st St, Yollocalli Arts Reach, Las Carnitas Uruapan, Sonrisa Family Dental, Social Justice High School, World Language High School, Multicultural Arts High School, Infinity High School, Gary Elementary School, Chicago Fire Department Engine Company 99, Good Shepherd Roman Catholic Church, Jehovahs Witnesses Central Unit, Home Run Inn Pizzeria, BP, Erie Neighborhood House, Citgo, Public Storage, McDonald's, BP Shop, Citgo, Little Village Baptist Chapel, Iglesia La Santa Trinidad, Enlace Chicago, Mobil Mart, Mobil, Saint Andrew-Crawford United Church of Christ, The Church of Jesus Christ of Latter-day Saints, Le Paris Bakery, Dr. Jorge Prieto Health Center, Supermercado La Chiquita, American Legion Miguel Perez, Jr. Post 1017, Cricket Wireless, La Justica, Rainbow, Fifth Third Bank, Self-Help Federal Credit Union, Citibank, Boost Mobile, Subway, Crawford Congregation of Jehovahs Witness, Otis Grant Collins Post Office, John Toman Branch Library, Epiphany Roman Catholic Church, Good Shepherd School, Little Village Lawndale High School Campus, Corkery Elementary School, Epiphany School, Burger King, Eli Whitney Elementary School, El Valor Carlos Cantu Children & Family Center, Little Village Academy, Emiliano Zapata Academy, Ortiz de Domínguez Elementary School, 31st Street & Komensky Terminal"
872664c89ffffff,21,12,"restaurant, bicycle_rental, trade, fast_food, studio, place_of_worship, convenience, fuel, place_of_worship, supermarket, car_wash, convenience, school, school, school, fuel, fast_food, school, fast_food, studio, bus_station","Taqueria La Iguanita, Pershing Rd & Sacramento Ave, Bricks Incorporated, Burger King, Cinespace Kedzie Studio Building, Brighton Park Presbyterian Church, Clark's Pump-N-Shop, Clark, Saint Pancratius Roman Catholic Church, La Gloria Supermarket, Citgo, Nathan S. Davis Elementary School, Paul Simon Job Corps Center, Calmeca Academy of Fine Arts and Dual Language, Citgo, Wendy's, Dunkin', Cinespace Film Studios Kedzie, 36th Street & Kedzie Terminal"
872664c8bffffff,18,16,"bakery, social_facility, convenience, pet, shoes, cosmetics, department_store, department_store, craft, mobile_phone, fashion_accessories, beauty, bed, place_of_worship, social_facility, fuel, motel, school","Winfar Foods, Greater Chicago Food Depository, BP Shop, PetSmart, Shoe Carnival, Ulta Beauty, Marshalls, Ross, Michaels, AT&T, claire's, European Wax Center, Mattress Firm, LeClaire M.B. Church, The Claridge at Cicero, BP, Cicero Motel, Academy for Global Citizenship"
872664c8cffffff,156,32,"school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, artwork, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, kindergarten, place_of_worship, place_of_worship, place_of_worship, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, fuel, coffee, cafe, cafe, pharmacy, bicycle_rental, copyshop, school, convenience, fast_food, mobile_phone, mobile_phone, fast_food, mobile_phone, arts_centre, restaurant, fast_food, bank, clinic, clinic, clinic, clinic, hardware, clinic, rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, restaurant, hairdresser, attraction, ice_cream, information, school, social_facility, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, childcare, place_of_worship, place_of_worship, place_of_worship, place_of_worship, convenience, place_of_worship, school, social_facility, clinic, restaurant, social_facility, convenience, fuel, convenience, school, library, fire_station, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, fast_food, alcohol, restaurant, place_of_worship, clinic, place_of_worship, fast_food, convenience, place_of_worship, place_of_worship, fuel, convenience, pharmacy, fuel, school, school, school, school, school, school, school, picnic_site, fuel, social_facility, school, fuel, school, fast_food, community_centre, school, bicycle, social_facility, school, bus_station, fast_food","Ebenezer School, Christ New Hope Missionary Baptist Church, New Mount Pleasant Missionary Baptist Church, Mount Moriah Missionary Baptist Church, Holy Ground Missionary Baptist Church, Greater New Mount Zion Missionary Baptist Church, Greater Jasper Stone Missionary Baptist Church, Kingdom Restoration Christian Center, Saint Rest Number 2 Missionary Baptist Church, Threeway Missionary Baptist Church, Shining Star Missionary Baptist Church, Asia Missionary Baptist Church, Mount Ebenezer Baptist Church, Mount Calvary Missionary Baptist Church, Commonwealth Baptist Church, First Corinthians Missionary Baptist Church, Fairfield Baptist Church, Greater Christian Light Baptist Church, Greater Progressive Missionary Baptist Church, Alexanders Beauty School, Carol Divine Temple Church of God in Christ, Carey Tercentenary African Methodist Episcopal Church, All Souls Church of God in Christ, Beverly Temple Church of God and Christ, Gospel Mission Pentecostal Church, Livestone Missionary Baptist Church, Jehovahs Witnesses Lawndale Unit, Israel of Gods Church, Church of the Living God Temple 93, Greater Whitestone Missionary Baptist Church, Greater Sweet Home Missionary Baptist Church, Greater Faith Temple Church of God in Christ, Independence Square Fountain, Saint James Church of God in Christ, Prince of Peace Church of God in Christ, House of Prayer Church of God in Christ, Lawndale Community Church, Healing Temple of God, Herzl Child-Parent Center, Healing Temple Church of God in Christ, Holy Family Spiritual Temple, Holy Temple Followers of Jesus Christ, Olive Child-Parent Center, Upper Room Spiritual Church, Way of Truth Church of God in Christ, Wesley Chapel Community Spiritual Church, Universal Temple of Truth Spiritual Church, Zion Temple Church of God and Christ, Thompson Hopewell Baptist Church, Tabernacle Church of God, Tabernacle Church of Perfect Love, Greater Calvary Spiritual Church, Saint Titus Baptist Church, Amoco, Bleu Mocha Cafe, Green Garden Cafe, Green Tomato Cafe, Lawndale Christian Health Center Pharmacy, Central Park Ave & Ogden Ave, The Goodie Shop, KIPP Ascend Middle School, Amoco, Subway, Cricket Wireless, Boost Mobile, Subway, Boost Mobile, Firehouse Community Arts Center of Chicago, New Pine Valley Restaurant, Taco Bell, PNC Bank, Homan Square Community Center, LCHC Eye Clinic, LCHC Belle Whaley, LCHC at the Gallery, Selected Hardwood Flooring And Supply Co., Lawndale Christian Health Center Immediate Care, U-Haul, Homan Ave & Fillmore St, Keeler Ave & Roosevelt Rd, Tripp Ave & 15th St, Central Park Ave & Douglas Blvd, Lawndale Ave & 16th St, Spaulding Ave & 16th St, Pulaski Rd & 21st St, The SoulFood Lounge, Principle Barbers, Castle Car Wash, Baskin-Robbins, Route 66, LEARN Romano Butler Campus, BBF Family Services, Herzl Elementary School, Greater Mount Pleasant Missionary Baptist Church, First Baptist Church, Kedvale New Mount Zion Baptist Church, Greater New Saint James Missionary Baptist Church, Our Lady of Lourdes Child Development Center, Our Lady of Lourdes Roman Catholic Church, Grace Memorial Baptist Church, The First Grace Baptist Church, United Missionary Baptist Church, 76, Ogden Avenue Church of Christ, Carole Roberston Center for Learning, Lawndale Christian Health Center Senior Center, Lawndale Christian Health Center Main Clinic, Lou Malnati's Pizzeria, Ogden Family Community Resource Center, BP, BP Shop, CCA Academy, Douglass Branch Library, Chicago Fire Department Engine Company 38, Sunrise Baptist Church, Christian Valley Baptist Church, Ebenezer Lutheran Church, Greater Gallilee Missionary Baptist Church, Stone Temple Baptist Church, Mount Hebron Baptist Church, Popeyes, Rothschild Liquors, Soule, Whosoever Will Christway Bible Church, ACCESS Paul and Mimi Francis Westside Family Health Center, Lena A Hamlett Christian Methodist Episcopal Church, Checkers, Shell, Greater Rock Missionary Baptist Church, Independence Boulevard Seventh Day Adventist Church, GoLo, GoLo Gas Station/Store, Walgreens, Shell, Webster Elementary School, Frazier International Magnet School, William Penn Elementary School, Mason Elementary School, Dvorak Elementary School, North Lawndale College Prep Charter - Christiana, Gregory Elementary School, Power Gas Station, UCAN, Lawndale Community Academy, 76, KIPP Ascend Primary School, Dunkin', John D. & Alexandra C. Nichols Center, Legacy Charter School, YMEN Bike Box, Montclare Supportive Living Community, Hughes Elementary School, Pulaski Pink Line Station, Dunkin'"
