h3_index,poi_category,poi_count,count_poi_types,poi_type_list,poi_list
882664cad3fffff,grocery,16,7,"bakery, convenience, convenience, butcher, alcohol, bakery, alcohol, alcohol, alcohol, marketplace, cheese, alcohol, supermarket, supermarket, supermarket, marketplace","Levain Bakery, West Loop Mart, West Loop Market, Publican Quality Meats, West Loop Wine & Spirits, Bittersweet Pastry Shop, Aqua Wine & Spirits, Keg N Bottle, West Loop 2 Wine & Spirits, Green City Market, Cheese & Board, Aqua Wine & Spirits, Whole Foods Market, Wild Fork, Mariano's Fresh Market, Box Shops by Related"
882664cad3fffff,health,12,5,"clinic, pharmacy, clinic, dentist, dentist, veterinary, optician, dentist, clinic, dentist, veterinary, optician","Passport Health Chicago - West Loop Travel Clinic, CVS Pharmacy, RUSH, Ora Dental Studio, West Loop Smile Studio, Bond Vet, Big City Optical, Aligner Experts, Northwestern Medicine Immediate Care, West Loop Dental Associates, West Loop Veterinary Care, Warby Parker"
882664cad3fffff,leisure_sports,1,1,outdoor,Fjällräven
882664cad3fffff,lodging,5,1,"hotel, hotel, hotel, hotel, hotel","The Publishing House Bed & Breakfast, Crowne Plaza Chicago West Loop, Hoxton Hotel, Hyatt House Chicago West Loop-Fulton Market, Nobu Hotel"
882664cad3fffff,nightlife,24,3,"bar, bar, bar, bar, bar, bar, bar, nightclub, bar, bar, bar, pub, bar, bar, bar, bar, bar, bar, bar, nightclub, bar, bar, bar, bar","Haymarket Pub & Brewery, The Aviary, Esco, Fox Bar, Third Rail Tavern, Emporium Arcade Bar, Blind Barber, Good Night John Boy, The Office, Lazy Bird, Estereo FM, Black Barrel Tavern, Stelios Bottles & Bites, Bisous, The Lounge, inkwell, Broken Hearts, Reading Room, Grapes & Grains, Garcia's Chicago, The Wild Hare, G-Cue Billiards, Lone Wolf, Bandit"
882664cad3fffff,services,37,10,"copyshop, dry_cleaning, locksmith, beauty, beauty, beauty, dry_cleaning, hairdresser, hairdresser, beauty, post_office, beauty, dry_cleaning, pet_grooming, beauty, cosmetics, cosmetics, massage, pet_grooming, beauty, hairdresser, beauty, beauty, massage, cosmetics, hairdresser, beauty, beauty, beauty, beauty, post_office, beauty, beauty, storage_rental, hairdresser, cosmetics, hairdresser","FedEx Office, Morgan Cleaners, Chicago Locksmiths, NAILàCARTE, LaserAway, Clean Your Dirty Face, Monroe Cleaners, Art + Science Salon, Studio 84One Hair Salon, Face Foundrié, The UPS Store, Allure Nail Spa, Gen Cleaners, Sandy's Pet Spots, 7AM Nail Care, bluemercury, Ulta Beauty, Massage Envy, Sit Stay Wash, Mon Cheri Chitown, The Threading House, Tokyo Nails, Restore Hyper Wellness, The NOW, Aesop, Prohibition Barber, L.A. Tan, ELLE Nail Salon, West Loop Nail Spa, J Salon, FedEx Office, Healthy Spa, Love You Nail Salon, East Bank Storage Company, Mirror Mirror Spa, Scratch Goods, Thrive Hair Collective"
882664cad3fffff,shopping,40,25,"charity, clothes, hardware, books, cannabis, chemist, bicycle, telecommunication, art, clothes, household_linen, clothes, pet, frame, jewelry, jewelry, clothes, clothes, clothes, jewelry, clothes, leather, houseware, mobile_phone, gift, shoes, shoes, furniture, bed, furniture, tobacco, florist, bag, toys, clothes, gift, e-cigarette, clothes, jewelry, clothes","Goodwill, Lululemon, JC Licht TrueValue Hardware, Madison Street Books, Dispensary33, Walgreens, Specialized, Xfinity, McCormick Gallery, Notre, Brooklinen Chicago, Patagonia, Paw Naturals, Framebridge, Brilliant Earth, Mejuri, Beyond Yoga, Anthropologie, Public Rec, Taköhl Custom Jewelry, Alvera Couture, Mend Atelier, The Unwaste Shop, AT&T, Smitten Boutique, Leaders, Marc Nolan, Miller Knoll, Casper, Morlan Sinoway Atelier, Chillaxx, Juliet Tan Floral Design, Monos, play, Filson, The Fig Tree, Morgan Smoke & Vape, Billy Reid, Uncommon James, Madewell"
882664cad3fffff,transport,16,1,"bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental","Morgan St & Lake St, Green St & Randolph St, Green St & Madison St, Sangamon St & Washington Blvd, Racine Ave & Randolph St, Aberdeen St & Randolph St, Washington Blvd & Peoria St, Green St & Lake St, Carpenter St & Lake St, Green St & Washington Blvd, Green St / Randolph St, Fulton Market, Sangamon St & Adams St, Halsted St & Lake St, Halsted St & Court Pl, Sangamon St & Lake St"
882664cad5fffff,automotive,3,1,"car_repair, car_repair, car_repair","Carson Tire Service, Gateway Auto Service & Repair, Orlando Auto Glass & Trim"
882664cad5fffff,civic_community,5,4,"social_facility, social_facility, community_centre, place_of_worship, social_centre","West Town Satellite Senior Center, Little Brothers Friends of the Elderly, Erie Neighborhood House, Holy Innocents Catholic Church, Esperanza Community Services"
882664cad5fffff,education,6,3,"school, library, childcare, school, school, school","Esperanza Elementary School, West Town Branch Library, John & Mary Madden Center, Otis Elementary School, Golder College Prep"
882664cad5fffff,entertainment,3,1,"gallery, gallery, gallery","Marianne Ibrahim Gallery, Patron Gallery, Povos"
882664cad5fffff,food_drink,20,3,"restaurant, restaurant, restaurant, cafe, restaurant, restaurant, cafe, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, fast_food, fast_food","Taqueria Traspasada, Tortorice's Pizza, Opart Thai House Restaurant, Pickwick Coffee, The Breakfast Club & Grill, Sabroso! Mexican Grill, Healthy and Simple, HERO Coffee Bar, Omakase Shoji, Tempesta Market, Spicy Fingers Seafood Kitchen, Lillie's Q, Uncle Mike's Place, Bartoli’s Pizza, Ramirez Fast Food, Breakfast House, Hiro Izakaya, Burger Baron, Modern Relish"
882664cad5fffff,grocery,6,2,"convenience, bakery, bakery, bakery, convenience, convenience","Green Grocer, Hoosier Mama Pie Company, Publican Quality Bakery, Brownie Points Bakery, Citgo, Shell"
882664cad5fffff,health,1,1,clinic,Fresenius Kidney Care
882664cad5fffff,nightlife,7,2,"bar, bar, bar, pub, bar, bar, bar","Output Lounge & Sports Bar, Beatnik, On Tour Brewing, The Irish Nobleman, Loop Tavern, District Brew Yards, Everything"
882664cad5fffff,services,2,2,"dry_cleaning, laundry","Grand Cleaners, Yo Yo Coin Laundromat"
882664cad5fffff,shopping,6,5,"florist, variety_store, variety_store, clothes, furniture, antiques","Flowers for Dreams, Family Dollar, Jerusalem Home Decor, Pep Club Vintage, Dail M for Modern, Urban Remains"
882664cad5fffff,transport,5,2,"bicycle_rental, bicycle_rental, bicycle_rental, fuel, fuel","Ashland Ave & Grand Ave, Ashland Ave & Chicago Ave, Wood St & Hubbard St, Citgo, Shell"
882664cad7fffff,civic_community,7,5,"information, information, fire_station, social_facility, social_centre, social_facility, place_of_worship","Chicago Fire Department Engine Company 103, The Salvation Army Chicago Temple Corps Community Center, Chicago Fraternal Order of Police, Salvation Army Booth Manor, First Baptist Congregational Church"
882664cad7fffff,education,3,2,"school, dancing_school, school","Chicago Institute of Technology, Latin Rhythms"
882664cad7fffff,entertainment,4,3,"artwork, artwork, gallery, events_venue","Carter Harrison Memorial, James Connolly Monument, Kavi Gupta Gallery, Plumbers Hall"
882664cad7fffff,finance,1,1,bank,Chicago Patrolmen's Federal Credit Union
882664cad7fffff,food_drink,26,3,"restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, cafe, restaurant, restaurant, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, cafe, restaurant, cafe, cafe, restaurant, restaurant, fast_food, restaurant","Gyu-Kaku, Kaiser Tiger, The Loyalist, Talay Sushi & Thai, Elske, Macello, Alhambra Palace, Smyth, Subway, Stan's Donuts & Coffee, Coquette, Bambola, Maxwells Trading, Dunkin', Crave Kabob, Harold's Chicken Shack, Ranalli's, Lou Malnati's Pizzeria, Drip Collective, Ever, Fairgrounds Coffee & Tea, Third Season, Creepies, Bottom Lounge, McDonald's, Small Cheval - West Loop"
882664cad7fffff,grocery,4,3,"bakery, butcher, convenience, convenience","Nohea Cafe, Peoria's Packing, West Loop Market, Marathon"
882664cad7fffff,health,3,3,"dentist, hospital, clinic","Millennium Dental, Action Behavior Centers - ABA Therapy for Autism, Concentra Urgent Care Center"
882664cad7fffff,leisure_sports,1,1,sports,Gunzo's Sports Center
882664cad7fffff,nightlife,5,2,"bar, pub, bar, bar, bar","Cobra Lounge, All Rise Brewing Company, The Stanley Club, After Lounge, City Winery"
882664cad7fffff,shopping,2,2,"mobile_phone, furniture","Verizon, Montauk Sofa"
882664cad7fffff,transport,7,2,"bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, fuel, bicycle_rental","Ashland Ave & Lake St, Ada St & Washington Blvd, Elizabeth St & Fulton St, Racine Ave & Washington Blvd, Elizabeth St / Fulton St, Marathon, Elizabeth St & Randolph St"
882664cad9fffff,automotive,1,1,car_repair,Fletcher Jones Chicago Service Center
882664cad9fffff,civic_community,2,1,"place_of_worship, place_of_worship","City Church Chicago, Saint John Cantius Roman Catholic Church"
882664cad9fffff,education,4,1,"school, school, school, school","Montessori Midwest Teacher Training Center, Montessori School - Near North, Chicago Academy for the Arts"
882664cad9fffff,entertainment,3,3,"gallery, studio, museum","A very Serious Gallery, Kit Studios Chicago, Intuit: The Center for Intuitive and Outsider Art"
882664cad9fffff,finance,1,1,bank,U.S. Bank
882664cad9fffff,food_drink,5,3,"restaurant, restaurant, cafe, restaurant, fast_food","Jerk Jamaican Barbecue, Windy City Cafe, Contrast Coffee, Eggholic, Subway"
882664cad9fffff,grocery,2,2,"convenience, supermarket","Blue Bell Mart, Gangnam Market"
882664cad9fffff,health,3,3,"dentist, pharmacy, veterinary","Gleam Dental Studio, CVS Pharmacy, VCA Lake Shore Animal Hospital"
882664cad9fffff,nightlife,2,1,"bar, bar","The Matchbox, Tiki Tiki at the Silver Palm"
882664cad9fffff,services,2,2,"funeral_directors, storage_rental","Michalik Funeral Home, StorageMart"
882664cad9fffff,shopping,3,3,"frame, shoes, furniture","April 7s Custom Framing, Erica Maya Dance Shoes, South Loop Loft"
882664cad9fffff,transport,3,2,"bicycle_rental, bicycle_rental, ferry_terminal","Ogden Ave & Chicago Ave, Halsted St & North Branch St, Chicago Avenue"
882664cadbfffff,automotive,2,2,"car_wash, car_repair","WeWash, Fulton-Desplaines Garage"
882664cadbfffff,civic_community,1,1,social_facility,The Salvation Army
882664cadbfffff,entertainment,2,1,"events_venue, events_venue","City Hall, Galleria Marchetti"
882664cadbfffff,finance,1,1,bank,Chase
882664cadbfffff,food_drink,20,3,"restaurant, cafe, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, cafe, cafe, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, cafe, restaurant","La Scarola, Starbucks, Oriole, SUNNYGUN, Piccolo Sogno, PERILLA fare, The Roost Carolina Kitchen, Carnivale, Caribou Coffee, Iguana Café, Peet's Coffee, The Dawson, Stax Cafe, Recess, Kai Sushi, Sunda, SunLife Organics, Blue Agave, Café Crèmerie, Adalina Prime"
882664cadbfffff,grocery,3,3,"convenience, butcher, supermarket","7-Eleven, Halsted Packing House, Jewel-Osco"
882664cadbfffff,health,3,3,"veterinary, dentist, doctors","Lovet Pet Health Care, motto Clear Aligners, Chapter Aesthetic Studio"
882664cadbfffff,nightlife,10,2,"bar, bar, bar, bar, bar, bar, bar, bar, pub, pub","The Pearl Club, Richard's Bar, The Drop In, Moneygun, Clover, Kumiko, Rebel & Rye, City Pool Hall, Jefferson Tap & Grille, Guiness Open Gate Brewery"
882664cadbfffff,services,7,4,"hairdresser, dry_cleaning, dry_cleaning, hairdresser, hairdresser, locksmith, storage_rental","Old Town Barbershop, Shiny Cleaners, Kinzie Cleaners, 4 elements, State Street Barbers - River North, The Professional Locksmith, Metro Self Storage"
882664cadbfffff,shopping,4,4,"charity, books, clothes, bicycle","The Salvation Army, Open Books, BLVDier, Peregrine Bicycle Studio"
882664cadbfffff,transport,3,1,"bicycle_rental, bicycle_rental, bicycle_rental","Desplaines St & Kinzie St, Milwaukee Ave & Grand Ave, Halsted St & Fulton St"
882664caddfffff,civic_community,3,3,"place_of_worship, fire_station, social_facility","Apostolic Assembly of the Faith in Christ Jesus, Chicago Fire Department Engine Company 14, Polish Roman Catholic Union of America"
882664caddfffff,education,2,1,"school, school","Rowe Lower School, Noble Street College Prep High School"
882664caddfffff,entertainment,2,2,"museum, theatre","Polish Museum of America, Vittum Theater"
882664caddfffff,food_drink,13,3,"cafe, cafe, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, fast_food, restaurant, fast_food, restaurant, fast_food","Big Shoulders Coffee, Arabia Café & Hookah Lounge, Cafe Central, Flo, Standing Passengers, La Calavera Chicago, Noble Thai, Jeong, Kim and Carlo's Chicago Style Hotdogs, Un Amor, Pie-Eyed Pizzeria, The Frontier, Dunkin'"
882664caddfffff,grocery,2,2,"butcher, alcohol","Butcher & Larder, BWS"
882664caddfffff,nightlife,3,1,"bar, bar, bar","Lush Wine & Spirits, Beauty Bar, The Chipp Inn"
882664caddfffff,services,3,3,"dry_cleaning, beauty, tattoo","Chicago Cleaners, The Wispy Brow, Insight Studios Tattoo"
882664caddfffff,shopping,4,4,"art, books, interior_decoration, clothes","Roots & Culture, Semicolon Books, Urban Source, Dovetail"
882664caddfffff,transport,2,1,"bicycle_rental, bicycle_rental","Eckhart Park, Noble St & Milwaukee Ave"
882664cae1fffff,automotive,1,1,car_repair,Grandpa's Garage Auto Repair
882664cae1fffff,civic_community,3,2,"social_facility, place_of_worship, social_facility","Association House, Church of God Spanish, 65th Infantry Regiment ""Borinqueneers"" Veterans Housing"
882664cae1fffff,education,1,1,kindergarten,Luis Munoz Marin Primary Center
882664cae1fffff,entertainment,3,2,"museum, artwork, artwork","National Museum of Puerto Rican Arts & Culture, World's Fair Bison, Fritz Reuter Monument"
882664cae1fffff,health,2,1,"clinic, clinic","University of Illinois Mile Square Health Center - Humboldt Park, Humboldt Park Health Wellness Center"
882664cae1fffff,transport,1,1,bicycle_rental,Spaulding Ave & Division St
882664cae3fffff,civic_community,1,1,information,Humboldt Park
882664cae3fffff,education,2,2,"school, library","Community Career Training and Economic Development Center, Richard M. Daley Branch Library"
882664cae3fffff,finance,3,3,"bank, bureau_de_change, money_transfer","Chase, Kedzie Chicago Currency Exchange, Western Union"
882664cae3fffff,food_drink,7,2,"restaurant, fast_food, fast_food, fast_food, fast_food, fast_food, restaurant","Feed, Dunkin', Steingold's, JJ Fish & Chicken, Popeyes, Lola's Coney Island, Taco el Jalisciense"
882664cae3fffff,grocery,1,1,convenience,BP Shop
882664cae3fffff,nightlife,1,1,bar,The Continental
882664cae3fffff,services,1,1,tattoo,Brown Brothers Tattoo
882664cae3fffff,shopping,7,5,"garden_centre, shoes, mobile_phone, mobile_phone, perfumery, clothes, mobile_phone","Christy Webber Farm & Garden, Foot Locker, Cricket Wireless, Boost Mobile, Khalifa Perfumes, DTLR, Total by Verizon"
882664cae3fffff,transport,2,2,"bicycle_rental, fuel","Kedzie Ave & Chicago Ave, BP"
882664cae5fffff,automotive,3,2,"car_parts, car_parts, car_wash","O'Reilly Auto Parts, AutoZone, SNK Fuels"
882664cae5fffff,civic_community,7,1,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship","Church of Christ, Church of God, Youth Center Church of God in Christ, Templo Voces Espiritules, First Congregational Church of Chicago, Evangelical Christian Church, New Life Covenant Church"
882664cae5fffff,education,2,1,"school, school","Cameron Elementary School, Pablo Casals School"
882664cae5fffff,grocery,2,2,"supermarket, convenience","Central Park Fresh Market, SNK Fuels"
882664cae5fffff,health,1,1,clinic,Fresenius Kidney Care
882664cae5fffff,transport,2,2,"bicycle_rental, fuel","Hamlin Ave & Grand Ave, SNK Fuels"
882664cae7fffff,civic_community,9,2,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility, social_facility, social_facility","Living Christ Missionary Baptist Church, All Nation Pentecostal House of Prayer, Union Missionary Baptist Church, Mount Ebenezer Baptist Church, Lutheran Family Mission, The Salvation Army Freedom Center, The Salvation Army Freedom Center, The Salvation Army Shield of Hope"
882664cae7fffff,education,1,1,school,Rowe-Clark Math & Science Academy
882664cae7fffff,food_drink,6,2,"fast_food, fast_food, fast_food, restaurant, restaurant, restaurant","Domino's, Wingstop, Subway, Tha Wing Lounge, New Best Sub, See Thru Chinese Kitchen"
882664cae7fffff,grocery,5,2,"supermarket, convenience, convenience, convenience, convenience","Aldi, Ha-Grocery Food Mart, Mi Lindo San Jose Grocery Store, Flash Food Mart, Tamara #1"
882664cae7fffff,health,1,1,clinic,Louise Landau Health Center
882664cae7fffff,nightlife,1,1,bar,Dr J’s Place
882664cae7fffff,services,3,3,"laundry, hairdresser, beauty","Sudz Coin Laundry, Natural Hair Therapy Salon, Polished Nail Spa Lash & Brow"
882664cae7fffff,shopping,8,6,"clothes, hairdresser_supply, clothes, variety_store, hairdresser_supply, wholesale, department_store, furniture","Rainbow, Star Beauty Supply, Dress Code, Five Below, Sokhna Beauty Supply, Stock 'n Save, Burlington, Rent-A-Center"
882664cae7fffff,transport,1,1,bicycle_rental,Central Park & Augusta Blvd
882664cae9fffff,civic_community,5,2,"place_of_worship, place_of_worship, place_of_worship, information, place_of_worship","Central Spanish Baptist Church, Saint Lukes United Church of Christ, Saint Fidelis Roman Catholic Church, Humboldt Park, Palestine Christian Temple"
882664cae9fffff,education,2,2,"library, college","Humboldt Park Branch Library, Humboldt Park Vocational Education Center"
882664cae9fffff,entertainment,3,1,"artwork, artwork, artwork","Yellow Brick Road, Alexander Von Humboldt Monument, Leif Ericsson Monument"
882664cae9fffff,food_drink,5,3,"fast_food, cafe, restaurant, cafe, fast_food","Best Submarine #2, The Boathouse Cafe, Humboldt Haus, Etheria Cafe, Burger King"
882664cae9fffff,grocery,2,2,"alcohol, supermarket","Tip Top Liquor, Cermak Produce"
882664cae9fffff,health,1,1,pharmacy,AllCareX Discount Pharmacy
882664cae9fffff,nightlife,2,1,"bar, bar","Boulevard Sports Lounge, Humble Bar & Lounge"
882664cae9fffff,services,1,1,laundry,Spincycle
882664cae9fffff,shopping,1,1,department_store,LCM Dollar
882664cae9fffff,transport,2,1,"bicycle_rental, bicycle_rental","California Ave & North Ave, Troy St & North Ave"
882664caebfffff,civic_community,2,1,"place_of_worship, place_of_worship","Free Lance Deliverance Church, Holy Protection Ukrainian Orthodox Cathedral"
882664caebfffff,education,5,3,"driving_school, school, library, school, school","Borenquen Driving School, Dr. Pedro Albizu Campos High School, Read / Write Library, Chicago High School for the Arts, Acero Santiago Elementary School"
882664caebfffff,entertainment,3,1,"artwork, artwork, artwork","Home (Miner & Child), Dr. Pedro Albizu Campos, Paseo Bourica Gateway Flags"
882664caebfffff,finance,2,2,"atm, money_transfer",Western Union
882664caebfffff,food_drink,12,3,"cafe, restaurant, restaurant, cafe, restaurant, restaurant, cafe, restaurant, restaurant, fast_food, restaurant, restaurant","Cafe Marie-Jeanne, Flying Saucer, Aztec Dave's Cantina, Café Colao, Diana’s Food & Restaurant, The Chicago Teachers’ Lounge & Eatery, Spinning J, Nellie’s, Papa’s Cache Sabroso, Lucy’s Fried Chicken & Burgers, Guerrero's Tacos and Pizza, La Bruquena"
882664caebfffff,grocery,6,4,"supermarket, convenience, alcohol, alcohol, marketplace, convenience","Municipal Market, Puerto Rico Food and Liquors, Boriken, Yauco Food & Liquors, Mercado del Pueblo, Mobil Mart"
882664caebfffff,health,2,2,"dentist, hospital","Sonrisa Family Dental, Humboldt Park Health"
882664caebfffff,nightlife,3,1,"bar, bar, bar","California Clipper, Rootstock Wine & Beer Bar, The Hi-Lo"
882664caebfffff,services,4,3,"laundry, beauty, beauty, hairdresser","Bubbleland, Chrome Beauty Lounge, Refilleri, Luquillo's Barbershop"
882664caebfffff,shopping,7,4,"bicycle, bicycle, garden_centre, variety_store, garden_centre, houseware, variety_store","Ciclo Urbano, West Town Bikes, Adams & Son Gardens, Rotating Market, The Succulent City, Humboldt House, Family Dollar"
882664caebfffff,transport,3,2,"bicycle_rental, bicycle_rental, fuel","California Ave & Division St, California Ave & Cortez St, Mobil"
882664caedfffff,civic_community,7,2,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility, place_of_worship, place_of_worship","North Avenue Baptist Church, Chùa Liên Hoa Temple, Telefurerza Diaria Church, La Casa Del Carpintero, Envision Unlimited Westtown Training Center, Simon Peter Lutheran Church, Church of God"
882664caedfffff,education,2,1,"school, school","Lowell Elementary School, Stowe Elementary School"
882664caedfffff,entertainment,13,5,"viewpoint, arts_centre, theatre, viewpoint, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, gallery","Central Observatory, Kimball Arts Center, House of Belonging, St.Louis Overlook, Birds Watching, Graffiti Garden, Graffiti Garden, Graffiti Garden, Graffiti Garden, Graffiti Garden, Graffiti Garden, Graffiti Garden, Adds Donna"
882664caedfffff,finance,3,3,"bank, money_lender, pawnbroker","PNC Bank, Currency Exchange"
882664caedfffff,food_drink,12,5,"restaurant, pastry, restaurant, ice_cream, fast_food, restaurant, fast_food, pastry, fast_food, restaurant, cafe, fast_food","Zoku Sushi, Roeser's Bakery, La Encantada, Baskin-Robbins, Dunkin', La Monarca Michoacana, Little Caesars, San Juan Bakery, Subway, ArePA George, Dayglow, McDonald's"
882664caedfffff,grocery,6,4,"convenience, alcohol, bakery, greengrocer, convenience, convenience","Dollar Market Plus, Foremost Liquors, Not Just Cookies Wholesale Bakery, Rio Grande Fruit Market, BP Shop, Speedway"
882664caedfffff,health,1,1,clinic,Howard Brown Health at La Casa Norte
882664caedfffff,nightlife,1,1,bar,Steve’s Sports Bar & Lounge
882664caedfffff,services,1,1,beauty,Magic Touch Nails
882664caedfffff,shopping,6,5,"pet, mobile_phone, variety_store, tobacco, mobile_phone, art","For Dogs Sake, Cricket Wireless, Family Dollar, North Tobacco & Convenience, T-Mobile, The WasteShed Chicago"
882664caedfffff,transport,3,2,"bicycle_rental, fuel, fuel","Central Park Ave & North Ave, BP, Speedway"
882664cb01fffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Saint John Syrian Orthodox Church, Martin Luther Lutheran Church, Saint Priscillas Church"
882664cb01fffff,education,1,1,school,Norman Bridge Elementary School
882664cb01fffff,food_drink,1,1,fast_food,Lucky Dawgs
882664cb01fffff,transport,1,1,bicycle_rental,Shabbona Park
882664cb03fffff,civic_community,2,1,"place_of_worship, place_of_worship","Mont Clare Gospel Church, Grace Evangelical Free Church"
882664cb03fffff,grocery,3,3,"bakery, convenience, supermarket","Smakowski Bakery, 7-Eleven, La Tienda Michoacana"
882664cb03fffff,health,1,1,pharmacy,Walgreens
882664cb03fffff,nightlife,2,1,"bar, bar","Cafe Prague, OverTime Sports Bar and Grill"
882664cb03fffff,services,1,1,laundry,Belmont Laundry
882664cb03fffff,shopping,1,1,variety_store,Family Dollar
882664cb03fffff,transport,1,1,bicycle_rental,Oak Park Ave & Wellington Ave
882664cb05fffff,automotive,1,1,car_repair,BJ's Auto Repair
882664cb05fffff,civic_community,1,1,place_of_worship,Norwood Bible Church
882664cb05fffff,finance,1,1,bank,Huntington Bank
882664cb05fffff,food_drink,4,3,"coffee, fast_food, cafe, fast_food","Café San Francesco, McDonald's, Starbucks, Franksville"
882664cb05fffff,grocery,1,1,convenience,BP Shop
882664cb05fffff,nightlife,1,1,bar,The Brewery
882664cb05fffff,services,1,1,rental,U-Haul
882664cb05fffff,transport,3,2,"bicycle_rental, bicycle_rental, fuel","Harlem Ave & Grace Ave, Oketo Ave & Addison St, BP"
882664cb07fffff,civic_community,1,1,place_of_worship,Our Saviour Lutheran Church
882664cb07fffff,education,3,2,"school, music_school, school","Benson Art Beat, Tunes and Taps, Our Saviour Lutheran School"
882664cb07fffff,finance,2,1,"bank, bank","Wintrust Bank Montclare Branch, Bank of America"
882664cb07fffff,food_drink,8,2,"restaurant, fast_food, fast_food, fast_food, fast_food, fast_food, restaurant, fast_food","Jibarito’s on Harlem, Domino's, Dunkin', Luke's on Harlem, White Castle, Taco Burrito King, BarTucci, Taco Bell"
882664cb07fffff,grocery,1,1,bakery,Pasta Fresh
882664cb07fffff,health,1,1,dentist,
882664cb07fffff,services,1,1,hairdresser,
882664cb07fffff,shopping,2,2,"clothes, variety_store","Annabella, Dollar Tree"
882664cb07fffff,transport,2,1,"bicycle_rental, bicycle_rental","Roscoe St & Harlem Ave, Oconto Ave & Belmont Ave"
882664cb09fffff,automotive,2,2,"car_parts, car_repair","AutoZone, Mayer's"
882664cb09fffff,education,2,1,"school, school","Maryville Center for Children, Taft High School Freshman Academy"
882664cb09fffff,entertainment,1,1,artwork,Nesewin - How to Breathe Underwater
882664cb09fffff,finance,3,3,"bank, bureau_de_change, atm","Huntington Bank, Bank of America"
882664cb09fffff,food_drink,8,4,"ice_cream, fast_food, fast_food, fast_food, fast_food, cafe, fast_food, restaurant","Baskin-Robbins, China Chef, Dunkin', Subway, Mr Zee's Famous Chicken, Gosa Tea, Burger King, Jolly Inn Restaurant & Banquet Hall"
882664cb09fffff,grocery,4,3,"supermarket, supermarket, nuts, convenience","Jewel-Osco, Montrose Food Mart & Deli, Superior Nut Chicago, Shell"
882664cb09fffff,health,4,4,"optician, pharmacy, dentist, hearing_aids","Affinity Optical, Osco Drug, J Kim Dental Ltd, Beltone"
882664cb09fffff,services,4,3,"beauty, beauty, hairdresser, post_office","H&D Nails Spa, H&D Nail Spa, Gallery of Hair, Roger P. McAuliffe Post Office"
882664cb09fffff,shopping,6,6,"furniture, photo, hairdresser_supply, shoes, bed, department_store","Idea, Victor Studio, Sally Beauty, Skechers, Discount Mattress, TJ Maxx"
882664cb09fffff,transport,2,2,"bicycle_rental, fuel","Newcastle Ave & Irving Park Rd, Shell"
882664cb0bfffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Christadelphian Church, Messiah Lutheran Church, Watson Park Congregational Church"
882664cb0bfffff,education,1,1,school,Messiah School
882664cb0bfffff,food_drink,1,1,restaurant,Bia's Cafe Marianao
882664cb0bfffff,nightlife,1,1,pub,BG's Lounge
882664cb0dfffff,automotive,1,1,vehicle_inspection,Air Team Vehicle Emissions Testing Station
882664cb0dfffff,civic_community,1,1,fire_station,Chicago Fire Department Engine Company 86
882664cb0dfffff,finance,2,1,"bank, bank","PNC Bank, Old National Bank"
882664cb0dfffff,food_drink,5,2,"ice_cream, fast_food, fast_food, fast_food, fast_food","Baskin-Robbins, Mr. Beef & Pizza on Harlem, KFC, Wendy's, Dunkin'"
882664cb0dfffff,health,1,1,hospital,Chicago-Read Mental Health Center
882664cb0dfffff,nightlife,1,1,bar,The Nest Bar & Eatery
882664cb0dfffff,transport,1,1,bicycle_rental,Harlem Ave & Irving Park Rd
882664cb11fffff,civic_community,4,2,"place_of_worship, social_centre, place_of_worship, place_of_worship","Alliance of Polish Clubs in the USA, Trinity Evangelical Lutheran Church, Holy Trinity Greek Orthodox Church"
882664cb11fffff,education,2,1,"school, school","Socrates Greek-American Elementary School, Mary Lyon Elementary School"
882664cb11fffff,entertainment,2,1,"events_venue, events_venue","Tono Banquetes, Lago Banquet Hall"
882664cb11fffff,food_drink,3,3,"restaurant, ice_cream, fast_food","La Piri Resturant & Taqueria, Baskin-Robbins, Dunkin'"
882664cb11fffff,grocery,4,3,"bakery, bakery, alcohol, supermarket","Happy Cake Bakery, Panaderia ""La Luna No. 2"", DJ Wine & Spirits, Carnicerias Guanajuato"
882664cb11fffff,health,1,1,clinic,
882664cb11fffff,services,2,2,"hairdresser, laundry",The Blue Kangaroo Laundromat
