h3_index,poi_category,poi_count,count_poi_types,poi_type_list,poi_list
882664c1adfffff,entertainment,9,4,"artwork, artwork, events_venue, artwork, museum, theatre, artwork, artwork, artwork","Batcolumn, Black Tiberinus, Convene, Museum of Broadcast Communications, Civic Opera House, 150, 100, Constellation"
882664c1adfffff,finance,16,2,"bank, bank, atm, atm, bank, bank, bank, bank, atm, bank, bank, bank, atm, bank, atm, atm","Chase, Fifth Third Bank, Bank of America, Citibank, Fifth Third Bank, Chase, First Northern Credit Union, U.S. Bank, PNC Bank, Bank of America, Wells Fargo"
882664c1adfffff,food_drink,131,8,"fast_food, fast_food, fast_food, fast_food, cafe, restaurant, fast_food, fast_food, restaurant, cafe, cafe, restaurant, cafe, fast_food, fast_food, cafe, fast_food, restaurant, pastry, fast_food, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, fast_food, fast_food, restaurant, fast_food, fast_food, fast_food, fast_food, cafe, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, fast_food, cafe, restaurant, restaurant, restaurant, fast_food, cafe, food_court, fast_food, fast_food, cafe, fast_food, confectionery, fast_food, fast_food, fast_food, fast_food, fast_food, fast_food, fast_food, fast_food, pastry, fast_food, restaurant, cafe, restaurant, restaurant, deli, cafe, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, fast_food, fast_food, fast_food, restaurant, restaurant, cafe, restaurant, restaurant, cafe, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, fast_food, restaurant, fast_food, restaurant, fast_food, deli, fast_food, cafe, restaurant, restaurant, restaurant, restaurant, fast_food, pastry, fast_food, fast_food, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, street_vendor, cafe, food_court","Jimmy John's, Chipotle, Jimmy John's, Potbelly, Starbucks, Eppy's Deli, Potbelly, Chipotle, Noodles & Company, Starbucks, Starbucks, Monroe Reserve, Starbucks, Potbelly, Panda Express, Starbucks, Jimmy John's, Yolk, Mrs. Fields, Jamba, Naf Naf Grill, Subway, Sepia, Protein Bar, Mediterranean Kitchen, avec, Così, Jimmy John's, One North Kitchen, Roti, Potbelly, Jimmy John's, Aloha Pokē Co, Vanille Patisserie, Saigon Sisters, Sarpino's Pizzeria, IDOF - I Dream of Falafel, Blaze Pizza, Gibsons Italia, Proxi, Slightly Toasted, Five Guys, Naf Naf Grill, Starbucks, Beatnik On The River, Omakase Yume, Beatrix Market, Market Creations, Left Coast, Alla Vita, Arturo Express, Boxcar Betty’s, Cinnabon, Doughnut Vault - Canal St., Rivers, Taste222, Wishbone, Pret A Manger, Mojo Coffee, Rustle & Roux, Dunkin', Jersey Mike's Subs, Starbucks, Robinson's, Nuts on Clark, Jamba, Dunkin', Chick-fil-A, Auntie Anne's, Taco Bell, Popeyes, Halsted Street Deli, Benj Yehuda, Smallcakes, Dunkin', 65 Express, Starbucks, FARE, Francois Frankie, Boar's Head, Espresso and Milk, Bar Mar, Bazaar Meat, Market Creations, Asadito, TenGoku Aburiya, Bonyeon, Taqueria Mexicana, Jinsei Motto, Potbelly, The Outpost Mexican Eatery, Great Steak, Dunkin', DosBros Fresh Mexican Grill, Sopraffina Marketcaffe, Hannah's Bretzel, Peet's Coffee, Polombia, Eaves, River Roux, Clinton St Smoked Meats, Retro Pizza, Lito's Empanadas, Suarez Brothers Fry Shack & Bar, Saigon Sisters, K Kitchen, Mochinut, Mammoth Poke & Ramen, Buen Apetito, Panlasa, Cubano Bros, Bill's Olive Oil, Firenze, B.I. Tea & Dim Sum, Blue Spot Sushi, Solette, Just Salads, Silk Road of Chicago, Thimi’s Empanadas, Fresco Delicioso, Klay Oven Kitchen, Paiges, Bell Heirs BBQ, Righteous Kitchen, Sushi Nova, Taco Lulú, Dunkin', Small Cheval - Riverside, Food Trucks, Cupitol, Chicago French Market"
882664c1adfffff,grocery,10,4,"convenience, convenience, bakery, bakery, convenience, supermarket, convenience, convenience, bakery, alcohol","7-Eleven, 7-Eleven, International Sandwich Shop, Steffens Cafe & Bakery, 7-Eleven, Metro Spice Mart, Circle K, Suarez Market, Vertige, The Booze Caboose"
882664c1adfffff,health,5,2,"clinic, dentist, clinic, dentist, clinic","Family Planning Associates, Presidential Dental Associates, Physicians Immediate Care, DentalWorks, One Medical"
882664c1adfffff,lodging,4,1,"hotel, hotel, hotel, hotel","Hampton Inn Chicago West Loop Fulton Market Area, Homewood Suites West Loop Fulton Market Area, La Quinta Inn & Suites by Wyndham Chicago Downtown, Hyatt Place Chicago/Downtown - The Loop"
882664c1adfffff,nightlife,12,2,"bar, pub, bar, bar, bar, bar, bar, bar, bar, bar, bar, pub","South Branch, New Line Tavern, Chicago News Room, Rittergut Wine Bar, CH Distillery, Porter Kitchen & Deck, Good Funk, Chicago Union Station Metropolitan Lounge, Stocks and Blondes, The Junction, Madison Tavern, Ovie Bar & Grill"
882664c1adfffff,services,19,7,"copyshop, ticket, ticket, beauty, dry_cleaning, beauty, massage, dry_cleaning, post_office, post_office, hairdresser, beauty, hairdresser, beauty, post_office, hairdresser, beauty, hairdresser, ticket","FedEx Office, Metra Ticket Passenger Sevice, Amtrak Tickets Passenger Services, 7 Am, Massage Evolved, Paramount Cleaners, The UPS Store, FedEx Office, Great Clips, eyelashworks, The Chicago Buzz, Loop Nail Spa, The UPS Store, Elegance Salon, Spackle Nail Solon, Great Clips, Metra"
882664c1adfffff,shopping,15,12,"gift, cannabis, jewelry, newsagent, mobile_phone, newsagent, newsagent, antiques, frame, florist, bicycle, pet, newsagent, mall, chemist","The Boeing Store, Mint Ventures, Arts & Artisians, Hudson News, T-Mobile, News Now, News Now, Primitive, Supreme Frame, A Plus Flowers & Gifts, Mox Multisport, Barking Spot Bakery, News Now, MetraMarket, CVS Pharmacy"
882664c1adfffff,transport,27,4,"ferry_terminal, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, car_rental, bicycle_rental, ferry_terminal, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, taxi, taxi, taxi, taxi, bicycle_rental, taxi, taxi, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental","Union Station/Willis Tower, Canal St & Adams St, Clinton St & Lake St, Clinton St & Madison St, Jefferson St & Monroe St, Wacker Dr & Washington St, Canal St & Jackson Blvd, Desplaines St & Randolph St, Car Rentals, Ogilvie / Union (West Loop), Desplaines St / Randolph St, Franklin St & Washington St, Franklin St & Adams St, Franklin St & Monroe St, Clinton St & Jackson Blvd, Canal St & Madison St, Canal St & Madison St, Clinton St / Madison St, Clinton St & Washington Blvd"
882664c1b1fffff,civic_community,2,1,"information, information",Northerly Island Visitor Center
882664c1b1fffff,entertainment,3,1,"artwork, artwork, artwork","American Doughboy, George Halas, Walter Payton"
882664c1b1fffff,nightlife,1,1,biergarten,Boat Drinks
882664c1b1fffff,services,2,1,"ticket, ticket",
882664c1b1fffff,transport,3,2,"bicycle_rental, bicycle_rental, bus_station","Calumet Ave & 18th St, Burnham Harbor, Soldier Field Pick-up/Drop-off"
882664c1b3fffff,entertainment,4,3,"viewpoint, viewpoint, conference_centre, theatre","McCormick Place Lakeside Center, Arie Crown Theater"
882664c1b3fffff,food_drink,2,2,"fast_food, cafe","Connie's Pizza, 22nd Street Cafe"
882664c1b5fffff,automotive,4,3,"car_parts, car_repair, car_repair, car_wash","Douglas Truck Parts, Firestone, Goodyear"
882664c1b5fffff,civic_community,5,2,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, police","Awaken Chicago, Old Saint Mary's Church, Gospel Way Bible Church, Soka Gakkai International Buddhist Center, Chicago Police Department 1st District"
882664c1b5fffff,education,4,2,"school, kindergarten, school, school","South Loop Elementary School, KinderCare, Daystar Academy, Old St. Mary's School"
882664c1b5fffff,entertainment,4,2,"artwork, museum, museum, artwork","Glessner House Museum, Henry B. Clarke House, Jane Addams Memorial (Helping Hands)"
882664c1b5fffff,finance,2,1,"bank, bank","PNC Bank, Lakeside Bank"
882664c1b5fffff,food_drink,14,3,"cafe, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, cafe, restaurant, fast_food, fast_food","The Spoke & Bird, Oliver's, Tapas Valencia, My Place, La Cantina Bar & Grill, Burger Point, Fruitful Delight Smoothie & Juice Bar, Casa Tulum, Chicago Waffles, Mikami, Overflow Coffee, The Chicago Firehouse Restaurant, Uncle Joe’s Rum Bar & Grill, Dunkin'"
882664c1b5fffff,grocery,2,1,"supermarket, supermarket","Go Grocer, Mariano's Fresh Market"
882664c1b5fffff,health,7,4,"dentist, clinic, veterinary, dentist, doctors, dentist, clinic","Brighter Dental of South Loop, RUSH South Loop, Metropolitan Veterinary Clinic, Dental Group Of Chicago, Weissbluth Pediatrican, Sloop Dental, Saint Agnes Health Center"
882664c1b5fffff,nightlife,6,2,"bar, bar, bar, bar, bar, pub","Vice District Taproom, The Bureau Bar, Victory Tap Chicago, Weather Mark Tavern, M Lounge, The Staley"
882664c1b5fffff,services,5,3,"beauty, beauty, dry_cleaning, hairdresser, dry_cleaning","Girlfriend's Spa, Bella Mia, Cleaners, Andy's Hair Studio, Four Seasons Dry Cleaners & Tailoring"
882664c1b5fffff,shopping,2,2,"clothes, shoes","Maddie's Closet, Unique Shoe"
882664c1b5fffff,transport,3,1,"bicycle_rental, bicycle_rental, bicycle_rental","Michigan Ave & 18th St, State St & 19th St, Wabash Ave & 16th St"
882664c1b7fffff,automotive,1,1,car_repair,Crash Champions
882664c1b7fffff,civic_community,2,2,"social_facility, place_of_worship","Willie Dixon's Blues Heaven Foundation, Second Presbyterian Church"
882664c1b7fffff,education,3,2,"school, kindergarten, kindergarten","Ray Graham Training Center High School, The Goddard School"
882664c1b7fffff,entertainment,10,5,"gallery, artwork, conference_centre, exhibition_centre, conference_centre, conference_centre, museum, conference_centre, conference_centre, conference_centre","South Asia Institute, McCormick Place Convention Center, McCormick Place, McCormick Place West Building, McCormick Place South Building, Chess Studio, Hyatt Conference Center, McCormick Place North Building, Grand Concourse"
882664c1b7fffff,finance,2,2,"money_transfer, bureau_de_change","Western Union, Cermak & Wabash Currrency Exchange"
882664c1b7fffff,food_drink,16,3,"restaurant, cafe, restaurant, restaurant, fast_food, fast_food, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, fast_food, cafe, restaurant","Fatpour Tap Works, Starbucks, Windy City Ribs & Whiskey, Showroom Food Hall, Papa John's, McDonald's, Pizano's Pizza, Apolonia, Harold's Chicken Shack, Brulee, Southern Chicago, Il Culaccino, Chicago Oyster House, White Castle, Connie's Coffee, Mustard Seed Kitchen"
882664c1b7fffff,grocery,3,2,"bakery, convenience, convenience","Sip & Savor, South Loop Market, McCormick Market"
882664c1b7fffff,health,2,2,"doctors, dentist","Shifrin Plastic Surgery, DentArt Chicago"
882664c1b7fffff,lodging,4,2,"guest_house, hotel, hotel, hotel","Wheeler Mansion, Marriott Marquis, Hilton Garden Inn, Hampton Inn, & Home2 Suites, Hyatt Regency McCormick Place"
882664c1b7fffff,nightlife,4,1,"bar, bar, bar, bar","Motor Row Brewing, Bar 22, VU Rooftop Bar, Woven + Bound Restaurant"
882664c1b7fffff,services,3,3,"dry_cleaning, hairdresser, beauty","CD One Price Cleaners, Urban Hair, Orlando Salon"
882664c1b7fffff,shopping,1,1,telecommunication,GFiber
882664c1b7fffff,transport,8,3,"bicycle_rental, bicycle_rental, bicycle_rental, bus_station, taxi, bus_station, bus_station, taxi","McCormick Place, Wabash Ave & Cermak Rd, Calumet Ave & 21st St, McCormick Place North Pick-up/Drop-off, McCormick Place South Pick-up/Drop-off, McCormick Place Transportation Center"
882664c1b9fffff,entertainment,9,6,"artwork, artwork, artwork, viewpoint, planetarium, theatre, attraction, artwork, events_venue","Daphne 1, America's Courtyard, Spiral Galaxy, Adler Planetarium, Huntington Bank Pavilion at Northerly Island, Doane Observatory, Man Enters The Cosmos"
882664c1b9fffff,transport,1,1,bicycle_rental,Adler Planetarium
882664c1bbfffff,entertainment,2,2,"viewpoint, artwork",Daphne 2
882664c1bdfffff,civic_community,5,2,"information, information, information, information, social_facility","Field Museum Map, Senior Suites Central Station"
882664c1bdfffff,education,1,1,music_school,Sherwood Music School
882664c1bdfffff,entertainment,20,5,"artwork, artwork, artwork, artwork, artwork, artwork, artwork, attraction, attraction, attraction, attraction, attraction, artwork, artwork, artwork, artwork, aquarium, museum, theatre, aquarium","Big Beaver Totem Pole, Culture Earth and Earth's Moon, Man with Fish, Olmec Head, Aaron Ward Montgomery Bust, Brachiosaurus Replica, Dolphin, Beluga, Sea Lion, Sea Otter, Penguins, Geography Earth, Sue the Dinosaur, Mending Wall, Agora, Shedd Aquarium, Field Museum, Phelps Theater, Rice Amplitheater & Abbott Oceanarium"
882664c1bdfffff,finance,1,1,atm,PNC Bank
882664c1bdfffff,food_drink,16,4,"fast_food, restaurant, restaurant, cafe, cafe, restaurant, fast_food, fast_food, fast_food, restaurant, restaurant, restaurant, fast_food, fast_food, restaurant, food_court","Subway, Crave Cafe and Lounge, Burger Bar Chicago - South Loop, Little Branch Cafe, Soundings Cafe, Giordano's Pizzeria, Kim and Carlo‘s Chicago Style Hot Dog Store, Jimmy John's, Sumi Japanese Restaurant, Nepal House, Siam Thai Eatery, Pure Green, Museum Campus Cafe, Soundings café, Bubble Net Food Court"
882664c1bdfffff,grocery,1,1,supermarket,Go Grocer
882664c1bdfffff,lodging,1,1,hotel,Hotel BnB
882664c1bdfffff,services,5,5,"dry_cleaning, massage, animal_boarding, post_office, ticket","June 1250 Cleaners, Elements Massage, Pups Pet Club, The UPS Store, Shoreline Water Taxi"
882664c1bdfffff,shopping,2,2,"musical_instrument, cannabis","PianoForte Chicago, Chi'Tiva"
882664c1bdfffff,transport,5,2,"ferry_terminal, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental","Museum Campus, Field Museum, Indiana Ave & Roosevelt Rd, Michigan Ave & 14th St, Shedd Aquarium"
882664c1c7fffff,civic_community,4,1,"information, information, information, information",
882664c1c7fffff,entertainment,29,9,"cinema, studio, museum, attraction, viewpoint, studio, viewpoint, viewpoint, viewpoint, museum, artwork, attraction, attraction, events_venue, theatre, attraction, attraction, theme_park, attraction, attraction, attraction, events_venue, theatre, theatre, theatre, theatre, attraction, attraction, artwork","Navy Pier IMAX Theatre, WBEZ 91.5 FM, Dreihaus Gallery of Stained Glass, The Wave Wall, North Overlook, Jim and Kay Mabie Performance Studio, South Overlook, Chicago Children's Museum, William Shakespeare, Flyover, Navy Pier, Aon Grand Ballroom, Navy Pier Skyline Stage, Carousel, Centennial Wheel, Pier Park, Wave Swinger, Pier Park Mini-Golf, Light Tower, Festival Hall, Chicago Shakespeare Theater, Drop Tower, Tea Cups, Bob Newhart Statue & Couch"
882664c1c7fffff,food_drink,9,4,"fast_food, restaurant, restaurant, cafe, restaurant, restaurant, ice_cream, ice_cream, fast_food","McDonald's, Xurro, Riva Crabhouse, Riva Crabhouse, IDOF - I Dream Of Falafel, Lirica, Kilwins, Frio Gelato, AD&B"
882664c1c7fffff,grocery,2,1,"bakery, bakery","Brown Sugar Bakery, Churro Factory"
882664c1c7fffff,lodging,1,1,hotel,Sable at Navy Pier
882664c1c7fffff,nightlife,12,2,"pub, bar, pub, bar, bar, bar, bar, bar, bar, bar, bar, bar","Harry Caray's Tavern, Margaritaville, Billy Goat Tavern, Tiny Tavern, Billy Goat Tavern & Grill, Navy Pier Beer Garden, Miller Lite Beer Garden Grove, El Sol, Offshore Chicago"
882664c1c7fffff,services,8,1,"ticket, ticket, ticket, ticket, ticket, ticket, ticket, ticket","Chicago Elite, Spirit of Chicago, Mystic Blue, Shoreline Sightseeing, Tall Ship Windy, Odyssey Lake Michigan, Seadog Cruises, Pier Park"
882664c1c7fffff,shopping,2,1,"gift, gift",Making History
882664c1c7fffff,transport,12,1,"ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal","Shoreline I, Shoreline II, Seadog I, Seadog II, Seadog III, Seadog IV, Odyssey, Windy, Spirit of Chicago, Mystic Blue II, Mystic Blue I, Shoreline"
882664c1e1fffff,automotive,6,1,"car, car, car, car, car, car","Rivian, Bentley Gold Coast, Maserati of Chicago, Lamborghini Gold Coast, Rolls-Royce Motor Cars Gold Coast, Rivian"
882664c1e1fffff,civic_community,10,3,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, fire_station, social_facility, place_of_worship, social_facility, place_of_worship, place_of_worship","Mathews Chapel, Chapel of St. James, Holy Name Cathedral, Fourth Presbyterian Church, Chicago Fire Department Engine Company 98, Access Living, Chicago Sinai Congregation, St. Vincent Center, The Church of Jesus Christ of Latter-day Saints, St. James Episcopal Cathedral"
882664c1e1fffff,education,6,5,"college, language_school, university, language_school, library, school","Loyola Law School, Instituto Cervantes, Loyola University Water Tower Campus, Alliance Française de Chicago, Water Works, Chicago Public Library, Frances Xavier Ward School"
882664c1e1fffff,entertainment,11,4,"cinema, museum, theatre, museum, artwork, artwork, artwork, museum, artwork, museum, theatre","AMC Dine-In 600 North Michigan 9, Loyola University Museum of Art, Broadway Playhouse at Water Tower Place, Richard H. Driehaus Museum, Ben, Family, Allow Me, Chicago Sports Museum, Archbishop Quigley, Museum of Contemporary Art, Lookingglass Theatre Company"
882664c1e1fffff,finance,10,4,"bank, bank, bank, atm, bank, bureau_de_change, bank, bank, money_transfer, bank","Bank of America, Chase, Wells Fargo, Cardtronics, North Community Bank, New Chicago Rush Currency Exchange, Inc., PNC Bank, Citibank, Western Union, U.S. Bank"
882664c1e1fffff,food_drink,169,8,"restaurant, fast_food, cafe, restaurant, ice_cream, fast_food, restaurant, cafe, restaurant, restaurant, restaurant, cafe, cafe, cafe, restaurant, cafe, cafe, fast_food, restaurant, restaurant, fast_food, fast_food, fast_food, restaurant, cafe, restaurant, fast_food, cafe, restaurant, fast_food, fast_food, restaurant, restaurant, cafe, restaurant, cafe, fast_food, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, fast_food, cafe, confectionery, ice_cream, restaurant, cafe, restaurant, restaurant, coffee, cafe, cafe, fast_food, cafe, restaurant, cafe, restaurant, restaurant, fast_food, restaurant, cafe, cafe, restaurant, restaurant, restaurant, cafe, cafe, chocolate, cafe, cafe, cafe, cafe, cafe, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, fast_food, cafe, cafe, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, ice_cream, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, fast_food, fast_food, fast_food, cafe, restaurant, cafe, fast_food, fast_food, restaurant, fast_food, restaurant, cafe, restaurant, restaurant, cafe, confectionery, restaurant, fast_food, fast_food, restaurant, fast_food, ice_cream, fast_food, fast_food, cafe, fast_food, fast_food, restaurant, fast_food, fast_food, fast_food, fast_food, cafe, fast_food, snack, restaurant, fast_food, cafe, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, cafe, restaurant, restaurant, fast_food, ice_cream","Jake Melnick's Corner Tap, Panera Bread, Starbucks, The Cheesecake Factory, Pinkberry, Subway, Weber Grill, Starbucks, Joe's Seafood, Prime Steak & Stone Crab, Quartino Ristorante, California Pizza Kitchen, La Borra Cafe, Tempo Cafe, Starbucks, Grand Lux Cafe, Starbucks, Starbucks, Dunkin', Dao, Gyu-Kaku, Burrito Beach, M Burger, Shake Shack, Sable Kitchen & Bar, Cafe L'Appetito, RL, Devil Dawgs, Labriola, Sayat Nova, Jersey Mike's Subs, Jimmy John's, Giordano's Pizzeria, P.F. Chang's, Big Shoulders Coffee, TGI Fridays, Do - Rite Donuts & Chicken, Garrett Popcorn Shops, Grand Lux Cafe, Eddie V’s Prime Seafood and Steaks, Fleming's, Big Bowl, Steak 48, True Food Kitchen, Portsmith, Bijan's Bistro, Rosebud on Rush, Silver Spoon Thai Restaurant, Friends Sushi, Sunny Side Up & Coffee Shoppe, Chicago Chop House, Chicago Winery, Doc B's Fresh Kitchen - River North, M Burger, Osteria Via Stato, Seoul Taco, Roy's Restaurant, Shanghai Terrace, Pierrot Gourmet at The Peninsula, Sweetgreen, Taketei Sushi River North, Troquet River North, Subway, Starbucks, Sugar Factory, Cold Stone Creamery, Nando's, American Girl Cafe, 676 Restaurant & Bar, Bandera Restaurant, Café L’appetito, Argo Tea, Starbucks, Dunkin', Cafe Integral, Copper Fox Gastropub, Corner Bakery, Do-Rite Donuts & Chicken, Do-Rite Donuts & Chicken, Friends Ramen, Fusion Poke, Stan's Donuts & Coffee, RAMEN-SAN, The Windsor, The Capital Grille, The Peninsula Traditional Afternoon Tea, West Town Bakery, Leonidas, Stan's Donuts & Coffee, Joe & The Juice, Joe & The Juice, L.A. Burdick Handmade Chocolates, La Colombe Cafe at the Ritz Carlton, Alpana, Mariposa, Marisol, Sky Café, TAO, The Albert, JuiceRx, Nordstrom Ebar Artisan Coffee, Nespresso, NoMI Kitchen, Les Nomades, Lavazza, Bistronomic, The Hampton Social, Brightwok Kitchen, Mozzarella Store, Pizza & Caffè, Tzuco, Moti Cafe, Wildberry, Baskin-Robbins, Beatrix, Harry Caray's 7th Inning Stretch, Panera Bread, Goddess and the Baker, Gordon Ramsay Burger, Ambar, Pollo Campero, Taco Bell, Chick-fil-A, Big Shoulders Cafe, Ed Debevic's, M Burger, Potbelly, Vin Tea, Friends Sushi, Mister J's Dawg And Burger, Eataly, Philz Coffee, Liva at Chicago Winery, Gemini Grill, Gold Coast Cafe, It'Sugar, Harry Caray's, Auntie Anne's, Garrett Popcorn Shop, Ron of Japan, Jimmy John's, Red Mango, Dunkin', Jamba, Starbucks, Deep Purpl, Epic Burger, Charlie Martin's, Taco Bell Cantina, Panda Express, Potbelly, Chipotle, TE'AMO Boba Bar, Panera Bread, ingrained, Sweet Vegan Bakes, Taco Maya, Nimble, Life Cafe, Flaco's Tacos, Su Casa Mexican Restaurant, Pizzeria Due, McDonald's, Gino's East, Fogo de Chão, Starbucks Reserve, Pizano's Pizza & Pasta, Pizzeria Uno, Portillo's, Jeni's Splendid Ice Creams"
882664c1e1fffff,grocery,13,4,"supermarket, supermarket, supermarket, convenience, bakery, convenience, convenience, supermarket, convenience, alcohol, convenience, convenience, convenience","Jewel-Osco, Trader Joe's, Whole Foods Market, 7-Eleven, Beautiful Morning Chicago, 7-Eleven, 7-Eleven, Potash Markets - State Street, Circle K, Superior Wine & Liquor, Gold Coast Market, Circle K, BP Shop"
882664c1e1fffff,health,12,5,"pharmacy, pharmacy, optician, clinic, pharmacy, veterinary, optician, veterinary, optician, hospital, hospital, pharmacy","Walgreens, Walgreens, Eye Society, Chicago Lakeside VA Clinic, CVS Pharmacy, Companion Animal Hospital River North, Sunglass Hut, Vetique, Sunglass Hut, Northwestern Memorial Hospital, Ann & Robert H. Lurie Children's Hospital, Walgreens"
882664c1e1fffff,leisure_sports,4,2,"outdoor, sports, sports, sports","Orvis, Finish Line, Adidas, Hoka"
882664c1e1fffff,lodging,39,1,"hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel","The Ritz-Carlton Chicago, The Royal Sonesta Chicago River North, Baumhart Lodging at Loyola University Chicago, Grand Plaza, Manilow Suites at The Grand Plaza, Hotel EMC2, Park Hyatt Chicago, Hampton Inn & Suites Chicago Downtown/Magnificent Mile, Homewood Suites by Hilton Chicago Downtown/Magnificent Mile, Sofitel Chicago Magnificent Mile, The Whitehall Hotel, Selina Hotel Chicago, The Talbott Hotel, The Peninsula Chicago, Four Seasons Hotel Chicago, Embassy Suites by Hilton Chicago Downtown, Hotel 55 Chicago Downtown, Hotel Audrey, Warwick Allerton Hotel Chicago, Omni Chicago Hotel, Courtyard Chicago Downtown/Magnificent Mile, Eurostars Magnificent Mile, AC Hotel Chicago Downtown, Hilton Garden Inn Chicago Downtown/Magnificent Mile, Residence Inn Chicago Downtown Magnificent Mile, ACME Hotel Company, Fairfield Inn & Suites Chicago Downtown/Magnificent Mile, Aloft Chicago - Magnificent Mile, Chicago Marriott Downtown Magnificent Mile, Holiday Inn Express Chicago - Magnificent Mile, The Godfrey Hotel Chicago, Freehand Chicago, Hotel Felix, Hyatt Centric Chicago Magnificent Mile, Ivy Hotel, The St. Clair Hotel, Hotel Riu Plaza Chicago, Home2 Suites by Hilton Chicago River North, Homewood Suites by Hilton Chicago Downtown"
882664c1e1fffff,nightlife,22,3,"bar, pub, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, casino","Pops For Champagne, Pippin's Tavern, Second Story Bar, Jimmy, GreenRiver, Bodega, The Redhead Piano Bar, Apogee, The Kerryman, Clark Street Ale House - River North, Broken Shaker Chicago, Streeter's Tavern, Mom's Place - A Chicago Gathering Spot, Watershed, Celtic Crossing, Birreria, The Berkshire Room, The Lobby, Z Bar, Rush Bar & Lounge, Leviathan, Bally's"
882664c1e1fffff,services,15,6,"hairdresser, cosmetics, post_office, beauty, hairdresser, hairdresser, dry_cleaning, hairdresser, cosmetics, cosmetics, post_depot, beauty, post_office, cosmetics, beauty","Medinah Barber Shop, Sephora, The UPS Store, Nail Perfection, Floyd's Barber Shop, Van Cleef Salon, Brite Tailoring Dry Cleaners, Top Shop Chicago, Bath & Body Works, Sephora, FedEx, Four Seasons, FedEx Office, Aesop, Gold Coast Beauty Spa"
