h3_index,poi_cat_automotive,poi_cat_civic_community,poi_cat_education,poi_cat_entertainment,poi_cat_finance,poi_cat_food_drink,poi_cat_grocery,poi_cat_health,poi_cat_leisure_sports,poi_cat_lodging,poi_cat_nightlife,poi_cat_services,poi_cat_shopping,poi_cat_transport
882664cb03fffff,0,2,0,0,0,0,3,1,0,0,2,1,1,1
882664cb05fffff,1,1,0,0,1,4,1,0,0,0,1,1,0,3
882664cb07fffff,0,1,3,0,2,8,1,1,0,0,0,1,2,2
882664cb09fffff,2,0,2,1,3,8,4,4,0,0,0,4,6,2
882664cb0bfffff,0,3,1,0,0,1,0,0,0,0,1,0,0,0
882664cb0dfffff,1,1,0,0,2,5,0,1,0,0,1,0,0,1
882664cb11fffff,0,4,2,2,0,3,4,1,0,0,0,2,0,1
882664cb13fffff,1,3,2,0,0,3,3,0,0,0,0,1,0,5
882664cb15fffff,1,3,0,0,3,10,0,2,2,0,0,3,13,0
882664cb17fffff,0,5,1,1,0,3,6,0,0,0,0,1,9,3
882664cb19fffff,0,3,4,0,4,7,5,1,0,0,1,2,5,3
882664cb1bfffff,2,4,1,0,0,0,7,0,0,0,2,1,2,8
882664cb1dfffff,0,3,3,2,0,6,3,2,1,0,1,0,1,3
882664cb21fffff,0,3,1,0,0,0,0,0,0,0,0,0,0,1
882664cb23fffff,0,0,0,0,0,0,0,0,0,0,1,0,0,0
882664cb25fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882664cb27fffff,0,0,0,0,2,0,0,0,0,0,0,0,0,0
882664cb29fffff,0,0,0,0,0,0,0,0,0,0,1,1,0,0
882664cb2bfffff,0,1,3,0,0,2,0,0,0,0,0,0,0,1
882664cb2dfffff,1,1,1,0,0,2,0,0,0,0,1,1,0,3
882664cb31fffff,1,1,1,0,1,1,4,1,0,0,2,2,1,0
882664cb33fffff,0,2,0,0,0,1,0,0,0,0,0,0,0,1
882664cb39fffff,1,1,1,0,0,0,2,0,0,0,1,0,1,2
882664cb3bfffff,7,2,2,0,1,3,1,0,0,0,0,1,3,2
882664cb41fffff,0,0,1,0,0,0,1,0,1,0,0,1,0,0
882664cb43fffff,0,0,4,2,1,3,1,0,0,0,0,1,1,3
882664cb47fffff,0,2,2,0,0,1,1,0,0,0,0,0,0,0
882664cb49fffff,2,5,0,0,1,3,2,0,0,0,0,3,0,2
882664cb4bfffff,0,2,2,0,0,7,3,3,0,0,4,5,4,1
882664cb4dfffff,0,1,1,0,0,0,0,0,0,0,0,0,0,0
882664cb51fffff,1,7,1,0,0,7,1,0,0,0,1,2,3,2
882664cb53fffff,0,2,4,0,0,1,1,1,0,0,0,0,1,2
882664cb55fffff,0,3,5,1,1,9,1,2,0,0,0,2,5,1
882664cb57fffff,0,0,1,0,0,3,1,1,0,0,0,0,0,2
882664cb59fffff,3,1,2,0,0,4,0,1,0,0,0,1,3,3
882664cb5bfffff,4,1,1,0,0,1,4,0,0,0,1,1,0,5
882664cb5dfffff,1,3,2,1,0,2,3,0,0,0,1,1,0,2
882664cb63fffff,0,1,0,0,0,1,0,1,0,0,0,0,1,1
882664cb65fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0
882664cc01fffff,0,5,2,1,1,0,3,0,0,0,0,0,0,2
882664cc03fffff,1,6,1,0,0,1,1,0,0,1,0,1,1,1
882664cc05fffff,0,2,1,0,0,0,2,0,0,0,0,1,0,3
882664cc07fffff,0,1,0,0,0,0,2,0,0,0,0,0,0,2
882664cc09fffff,0,2,1,1,0,2,1,0,0,0,0,0,0,0
882664cc0bfffff,1,11,3,6,0,3,3,1,0,0,1,3,3,2
882664cc0dfffff,0,17,1,1,0,1,0,0,0,0,0,0,0,1
882664cc11fffff,0,4,4,2,0,0,1,0,0,0,0,0,0,1
882664cc13fffff,0,9,3,1,0,1,2,0,0,0,1,0,0,3
882664cc15fffff,1,12,1,1,0,1,0,0,0,0,0,2,0,2
882664cc17fffff,0,12,2,0,2,0,2,1,1,1,3,0,1,2
882664cc19fffff,0,4,1,1,1,4,1,1,0,0,0,3,1,0
882664cc1bfffff,3,4,3,0,2,8,4,1,0,0,0,7,3,2
882664cc1dfffff,0,3,1,0,0,0,2,0,0,0,0,1,0,2
882664cc21fffff,0,7,1,0,3,4,1,2,0,0,0,1,5,3
882664cc23fffff,1,16,0,0,0,3,2,2,0,0,0,0,1,3
882664cc25fffff,0,16,0,1,1,1,2,0,0,0,0,0,4,3
882664cc27fffff,0,10,2,0,0,0,0,1,0,0,0,0,0,1
882664cc29fffff,0,5,1,0,2,2,1,1,0,0,0,0,2,0
882664cc2bfffff,0,6,4,3,0,0,0,3,0,0,0,1,0,1
882664cc2dfffff,0,14,3,0,0,0,2,0,0,0,0,0,0,3
882664cc31fffff,0,5,2,1,0,3,5,0,0,0,0,0,0,2
882664cc33fffff,1,3,1,1,1,3,4,1,0,0,0,0,1,7
882664cc35fffff,0,4,1,0,0,0,1,0,0,0,0,0,0,1
882664cc37fffff,0,6,1,0,3,2,2,0,0,0,0,0,1,2
882664cc39fffff,0,11,6,1,0,1,5,0,0,0,0,0,2,7
882664cc3bfffff,0,5,1,1,0,5,3,0,0,0,1,0,1,2
882664cc3dfffff,0,7,2,0,0,2,0,0,0,0,0,0,0,2
882664cc41fffff,0,4,1,2,0,3,0,4,0,0,0,3,2,1
882664cc43fffff,0,1,2,5,2,4,0,2,0,0,0,0,0,2
882664cc45fffff,1,11,8,11,1,7,3,1,0,0,0,0,1,3
882664cc47fffff,0,8,1,6,0,3,2,1,0,0,1,0,1,3
882664cc49fffff,1,6,1,2,3,8,0,2,0,0,0,5,5,2
882664cc4bfffff,0,5,2,1,1,7,3,2,0,0,0,3,4,2
882664cc4dfffff,0,4,1,13,1,3,1,0,1,0,1,1,5,1
882664cc51fffff,0,3,5,5,0,2,1,0,1,1,0,0,1,2
882664cc53fffff,0,1,2,3,0,2,1,0,0,0,0,0,0,3
882664cc55fffff,0,6,5,7,3,11,2,2,0,0,1,0,1,8
882664cc57fffff,0,8,3,0,0,1,0,1,0,0,0,0,0,2
882664cc59fffff,0,5,1,5,1,12,3,2,5,0,1,5,8,4
882664cc5bfffff,0,1,0,9,0,0,0,0,2,0,0,0,0,0
882664cc5dfffff,0,10,5,3,7,25,4,0,0,0,1,5,5,1
882664cc61fffff,0,2,1,0,0,0,0,0,0,0,0,0,0,0
882664cc63fffff,0,2,1,0,0,0,1,0,0,0,0,0,0,2
882664cc65fffff,0,1,2,0,0,0,0,0,0,0,0,0,0,0
882664cc67fffff,1,5,4,1,0,0,2,1,0,0,0,0,0,4
882664cc69fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
882664cc6bfffff,0,6,4,1,1,7,5,1,0,0,0,0,8,6
882664cc6dfffff,0,3,1,0,0,4,1,2,0,0,0,1,1,3
882664cc81fffff,3,4,2,1,0,0,1,0,0,2,1,0,1,2
882664cc83fffff,2,1,1,0,5,6,3,1,0,0,0,0,5,3
882664cc85fffff,0,1,1,0,0,0,0,0,0,0,0,0,0,1
882664cc87fffff,0,5,1,0,0,0,0,0,0,0,0,0,0,0
882664cc89fffff,1,1,3,0,0,8,1,2,0,0,0,0,2,2
882664cc8bfffff,0,2,3,0,0,0,0,0,0,0,0,0,0,0
882664cc8dfffff,0,2,2,0,2,5,4,1,0,0,0,0,3,2
882664cc91fffff,0,5,3,0,0,0,0,0,0,0,0,0,0,2
882664cc93fffff,2,5,0,0,0,7,3,1,0,0,0,0,0,2
882664cc97fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
882664cc99fffff,0,4,1,0,0,1,1,1,0,0,0,0,0,0
882664cc9bfffff,1,0,1,0,0,0,0,0,0,0,0,0,0,1
882664cc9dfffff,0,0,0,0,0,2,1,0,0,0,0,0,4,0
882664cca1fffff,0,1,0,0,0,2,1,0,0,0,0,1,0,1
882664cca3fffff,0,1,2,1,0,0,0,0,0,0,0,0,0,1
882664cca5fffff,0,3,2,0,0,0,0,0,0,0,0,0,1,2
882664cca7fffff,0,3,1,0,1,1,0,0,0,0,0,0,0,2
882664cca9fffff,0,10,3,0,0,0,0,0,0,1,0,0,0,1
882664ccabfffff,0,6,1,0,0,0,2,0,0,0,0,2,0,1
882664ccadfffff,0,1,1,0,0,0,0,0,0,0,0,0,0,0
882664ccb1fffff,0,0,1,1,0,0,0,0,0,0,0,0,0,2
882664ccb5fffff,0,2,1,2,0,2,1,0,0,0,0,0,0,2
882664ccb7fffff,0,0,2,2,0,0,0,0,0,0,0,2,0,1
882664ccbbfffff,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882664ccbdfffff,0,1,1,0,0,0,0,0,0,0,0,0,0,1
882664ccc1fffff,0,9,2,0,0,1,0,0,0,0,0,1,0,2
882664ccc3fffff,3,4,3,0,0,1,0,0,0,0,0,3,0,1
882664ccc5fffff,0,4,1,2,1,3,1,0,0,1,0,0,0,1
882664ccc7fffff,0,7,4,0,1,2,1,0,0,0,0,0,2,2
882664ccc9fffff,0,2,2,0,0,1,1,0,0,0,0,1,1,3
882664cccbfffff,0,3,0,0,0,2,2,2,0,0,0,0,1,4
882664cccdfffff,3,4,3,1,1,4,3,1,0,0,1,0,4,3
882664ccd1fffff,3,7,5,1,0,5,4,1,0,0,0,2,3,3
882664ccd3fffff,4,8,2,1,5,9,2,5,1,0,1,5,9,2
882664ccd5fffff,0,2,1,0,0,0,0,0,0,0,0,0,0,1
882664ccd7fffff,0,3,0,0,0,0,0,3,0,0,0,0,0,1
882664ccd9fffff,1,3,0,0,1,4,3,0,0,0,0,1,3,1
882664ccdbfffff,0,15,4,3,0,0,2,0,0,0,0,1,0,0
882664ccddfffff,0,3,4,0,0,0,0,0,0,0,0,0,0,0
882664cce1fffff,1,4,1,0,1,3,5,0,0,0,0,0,3,3
882664cce3fffff,2,2,1,0,4,4,1,5,0,0,0,3,12,2
882664cce5fffff,0,5,0,0,0,0,0,0,0,0,0,0,0,1
882664cce7fffff,0,3,2,0,1,3,0,0,0,0,2,0,1,1
882664cce9fffff,0,5,2,0,3,2,4,0,0,1,1,3,2,3
882664ccebfffff,0,1,0,0,0,0,0,0,0,0,0,0,0,1
882664ccedfffff,0,3,3,0,0,3,1,0,0,0,0,0,1,2
882664cd01fffff,2,4,0,0,1,6,4,0,1,0,0,0,1,3
882664cd03fffff,0,5,2,1,0,1,2,0,0,0,0,0,0,2
882664cd05fffff,0,1,4,0,0,1,1,0,0,0,0,0,0,1
882664cd07fffff,0,8,3,0,1,2,3,0,0,0,0,3,5,1
882664cd09fffff,0,3,4,0,2,2,2,0,0,0,0,1,1,1
882664cd0bfffff,4,1,3,0,2,3,2,0,0,0,0,1,0,2
882664cd0dfffff,0,3,3,0,0,4,5,2,0,0,0,4,2,2
882664cd11fffff,4,3,1,0,0,1,1,0,0,0,0,0,1,2
882664cd13fffff,0,2,2,0,0,0,1,0,0,0,0,0,0,1
882664cd15fffff,2,5,2,1,0,0,1,0,0,0,0,0,0,2
882664cd17fffff,2,5,1,1,0,5,2,1,0,0,0,0,1,3
882664cd19fffff,0,9,3,1,0,0,1,0,0,0,0,0,0,1
882664cd1bfffff,0,16,3,0,0,2,1,0,0,0,0,1,2,2
882664cd1dfffff,0,2,1,0,1,4,2,0,0,0,0,0,2,3
882664cd21fffff,0,2,2,0,0,2,2,1,0,0,0,0,2,1
882664cd23fffff,2,1,3,3,3,3,2,2,0,0,0,0,3,2
882664cd25fffff,1,7,0,2,8,30,4,0,1,0,2,1,11,2
882664cd27fffff,0,5,1,1,0,1,4,0,0,0,1,1,1,2
882664cd29fffff,1,2,4,0,3,3,3,1,0,0,0,1,0,2
882664cd2bfffff,1,2,2,0,1,0,2,0,0,0,0,0,1,3
882664cd2dfffff,0,0,0,0,0,1,2,1,0,0,2,0,0,2
882664cd31fffff,0,0,1,0,0,0,0,0,0,0,0,0,0,0
882664cd33fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,2
882664cd35fffff,2,2,1,0,0,5,1,0,0,0,0,0,2,2
882664cd37fffff,0,0,1,0,0,0,0,0,0,0,0,0,0,1
882664cd39fffff,0,2,2,1,0,3,6,1,0,0,0,1,2,5
882664cd3bfffff,0,4,4,0,0,0,1,1,0,0,0,0,0,2
882664cd3dfffff,1,3,2,0,2,3,0,0,0,0,0,0,0,2
882664cd41fffff,0,2,2,0,1,2,3,2,0,0,1,0,1,1
882664cd43fffff,0,4,2,1,1,2,6,0,0,0,1,3,3,6
882664cd45fffff,0,1,5,0,1,7,2,1,0,0,0,0,5,2
882664cd47fffff,0,0,1,0,0,0,1,0,0,0,0,0,0,1
882664cd49fffff,1,0,0,0,0,2,0,0,0,0,2,0,0,0
882664cd4bfffff,1,2,3,0,0,7,4,1,0,0,0,0,8,6
882664cd4dfffff,1,8,9,0,2,1,1,0,0,0,0,1,2,1
882664cd51fffff,0,1,4,0,0,1,3,0,0,0,0,0,0,4
882664cd53fffff,0,7,5,0,0,1,2,0,0,0,0,0,2,3
882664cd55fffff,1,2,2,0,0,0,1,0,0,0,0,0,1,3
882664cd57fffff,1,1,0,0,0,0,1,0,0,0,0,0,0,1
882664cd59fffff,2,3,2,1,0,0,0,2,0,0,0,0,0,2
882664cd5bfffff,0,4,1,0,0,0,1,0,0,0,0,0,0,2
882664cd5dfffff,0,2,3,1,0,0,0,0,0,0,0,0,0,1
882664cd61fffff,2,2,3,0,2,3,1,1,0,1,2,0,2,2
882664cd63fffff,0,0,1,0,0,0,0,0,0,0,0,1,0,1
882664cd65fffff,0,0,3,0,0,0,2,0,0,0,2,1,0,3
882664cd67fffff,2,1,1,0,3,11,4,0,1,1,0,2,7,3
882664cd69fffff,2,0,0,0,0,1,1,1,0,0,1,0,1,1
882664cd6bfffff,2,0,0,0,1,3,1,2,0,0,1,1,3,2
882664cd6dfffff,2,1,0,0,3,3,3,1,0,0,0,2,3,3
882664cd81fffff,0,6,2,0,1,2,2,0,0,0,0,2,1,4
882664cd83fffff,1,4,0,0,0,0,1,0,0,1,0,0,0,2
882664cd85fffff,0,3,2,0,0,0,0,0,12,0,0,0,0,3
882664cd87fffff,0,0,0,0,0,0,0,0,0,0,1,0,0,1
882664cd89fffff,0,6,2,0,0,2,0,0,0,0,0,1,1,1
882664cd8bfffff,0,4,4,0,0,0,4,0,0,0,0,1,1,4
882664cd8dfffff,0,1,4,0,0,0,0,0,0,0,0,0,0,2
882664cd91fffff,1,3,1,0,0,1,0,2,0,0,0,0,0,2
882664cd93fffff,0,1,3,0,0,0,3,0,0,1,0,0,1,4
882664cd95fffff,0,1,3,0,0,4,0,0,0,1,0,0,1,1
882664cd97fffff,0,3,5,0,0,0,0,1,0,0,0,0,0,1
882664cd99fffff,0,2,1,0,0,0,0,0,0,0,0,0,0,2
882664cd9bfffff,0,2,1,0,0,0,0,0,0,0,0,0,0,1
882664cd9dfffff,0,0,2,0,0,0,0,0,0,0,0,0,0,1
882664cda1fffff,0,1,0,0,0,0,0,1,0,0,0,0,0,0
882664cda5fffff,1,0,0,0,0,2,1,0,0,0,0,0,1,0
882664cdabfffff,0,0,0,0,0,0,0,0,2,0,0,0,1,0
882664cdadfffff,0,0,2,0,1,3,1,0,0,0,0,0,1,2
882664cdb1fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
882664cdb3fffff,0,3,1,0,0,2,0,1,0,0,0,1,0,1
882664cdb5fffff,0,0,0,0,0,1,0,1,0,0,0,0,0,0
882664cdb7fffff,2,0,2,0,0,3,4,1,0,0,1,0,0,3
882664cdb9fffff,0,6,3,1,2,5,2,1,0,0,0,0,3,1
882664cdbbfffff,0,1,0,1,0,3,0,0,0,0,0,0,0,0
882664cdbdfffff,1,2,2,1,2,4,0,1,0,0,0,0,5,0
882664cdc1fffff,0,4,1,1,0,1,1,0,0,0,0,0,0,0
882664cdc3fffff,0,14,4,1,0,2,1,1,0,0,0,0,1,1
882664cdc5fffff,1,1,1,0,0,1,0,0,0,0,0,0,2,3
882664cdc7fffff,0,23,6,0,0,1,4,0,0,0,0,0,2,3
882664cdc9fffff,0,14,3,0,0,0,1,0,0,0,0,0,0,1
882664cdcbfffff,0,6,2,0,0,0,1,1,0,0,0,0,2,2
882664cdcdfffff,0,11,2,0,2,1,3,0,0,0,0,0,2,3
882664cdd1fffff,0,1,0,0,2,1,1,0,1,0,0,0,1,1
882664cdd3fffff,1,1,0,0,1,3,1,2,0,0,0,2,8,0
882664cdd5fffff,0,4,1,0,0,1,0,0,0,0,0,0,0,1
882664cdd7fffff,0,4,2,0,0,0,1,0,0,0,0,0,0,2
882664cdd9fffff,0,2,2,0,1,2,0,0,0,0,0,0,2,0
882664cddbfffff,1,2,3,0,0,11,4,0,0,0,0,1,8,5
882664cdddfffff,0,4,2,0,1,2,2,0,0,0,0,0,2,2
882664cde1fffff,1,0,1,0,1,5,1,0,0,0,0,2,2,3
882664cde3fffff,0,3,0,0,0,0,1,1,3,0,0,0,0,3
882664cde5fffff,1,0,0,0,0,0,1,0,0,0,0,0,0,1
882664cde7fffff,0,3,2,0,0,0,0,0,0,0,0,0,0,0
882664cde9fffff,2,1,3,0,0,1,0,0,0,0,0,0,0,0
882664cdebfffff,0,4,0,0,0,3,2,0,0,0,0,0,1,2
882664cdedfffff,0,4,0,0,0,0,0,0,0,0,0,0,0,0
882664ce21fffff,0,0,0,4,0,0,0,0,0,0,0,0,0,1
882664ce23fffff,0,1,4,2,0,0,1,0,0,0,0,0,0,1
882664ce25fffff,1,9,3,0,1,0,2,0,0,0,0,0,1,2
882664ce27fffff,0,8,3,1,0,8,1,1,0,0,1,1,3,1
882664ce2bfffff,0,0,0,1,0,0,0,0,0,0,0,0,0,0
882664ce2dfffff,0,3,2,1,0,0,0,1,0,0,0,0,0,1
882664ce31fffff,0,0,0,1,0,0,0,0,0,1,0,0,0,0
882664ce33fffff,0,0,0,1,0,0,0,0,0,0,0,0,0,0
882664ce35fffff,0,2,3,0,1,10,2,1,0,0,0,5,4,4
882664ce37fffff,1,4,4,5,8,47,6,5,0,2,4,15,17,4
882664ce65fffff,0,0,0,1,0,0,0,0,0,0,0,0,0,0
882664ce67fffff,0,0,0,0,0,1,0,0,0,0,1,0,0,0
882664cea1fffff,0,2,1,6,0,3,1,0,1,0,0,5,0,2
882664cea3fffff,0,9,3,1,0,9,4,2,0,0,1,7,3,3
882664cea5fffff,0,2,2,0,0,1,2,0,0,0,0,0,0,4
882664cea7fffff,0,8,2,0,1,6,3,0,0,0,1,2,10,1
882664ceabfffff,0,0,0,2,0,0,0,0,0,0,0,0,0,0
882664ceadfffff,0,0,0,1,0,0,0,1,1,0,1,0,0,1
882664ceb1fffff,0,2,2,2,0,0,0,0,0,0,0,0,0,3
882664ceb3fffff,0,3,2,0,0,0,0,0,0,0,0,0,0,0
882664ceb5fffff,0,7,1,0,0,1,1,0,0,0,0,0,3,1
882664ceb7fffff,1,8,2,0,0,4,2,0,0,0,0,0,1,2
882664cebdfffff,0,1,2,0,0,0,0,0,0,0,0,0,0,0
882664cf01fffff,0,7,6,4,1,12,2,0,0,2,2,4,1,1
882664cf03fffff,0,1,1,1,2,5,1,1,0,0,2,2,1,4
882664cf05fffff,1,1,0,0,1,6,1,1,0,0,1,0,10,1
882664cf07fffff,0,0,0,1,0,2,0,0,0,0,1,1,1,1
882664cf09fffff,4,5,5,0,2,12,4,1,1,0,0,1,7,6
882664cf0bfffff,0,3,2,0,2,7,1,1,0,0,1,1,9,1
882664cf0dfffff,0,3,2,0,1,2,1,0,0,0,1,0,1,1
882664cf11fffff,1,0,3,0,0,2,3,0,0,0,0,0,0,4
882664cf13fffff,0,7,2,0,0,4,5,0,0,0,0,2,0,1
882664cf15fffff,2,1,1,2,0,2,3,1,0,0,1,4,0,2
882664cf17fffff,1,3,1,1,0,1,0,0,0,0,1,0,0,1
882664cf19fffff,0,7,8,2,0,2,1,0,0,1,0,1,1,2
882664cf1bfffff,0,4,3,0,0,1,0,0,0,0,0,0,0,1
882664cf1dfffff,0,1,1,0,1,5,1,0,0,0,1,5,0,1
882664cf21fffff,0,4,2,0,1,4,3,2,0,0,0,0,2,4
882664cf23fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,1
882664cf25fffff,0,0,1,0,0,0,4,0,0,0,1,0,0,6
882664cf27fffff,2,4,2,0,0,9,3,1,0,0,0,2,7,5
882664cf29fffff,1,0,0,0,1,3,1,1,0,0,0,1,3,2
882664cf2bfffff,0,5,6,1,1,1,4,1,0,0,0,1,0,4
882664cf2dfffff,0,0,1,0,0,0,0,0,0,0,0,1,0,1
882664cf31fffff,1,3,0,0,1,5,3,2,0,0,3,0,5,1
882664cf33fffff,0,1,0,0,0,2,0,1,0,0,0,0,0,1
882664cf35fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,1
882664cf37fffff,0,4,7,0,4,4,4,2,0,0,0,0,4,1
882664cf39fffff,1,0,0,0,0,0,0,0,0,0,0,0,1,0
882664cf3bfffff,0,0,1,0,0,0,1,0,0,0,0,0,4,0
882664cf3dfffff,0,0,1,0,1,1,1,0,0,0,0,0,0,1
882664cf41fffff,0,2,2,6,1,9,5,0,0,0,5,1,2,4
882664cf43fffff,0,0,2,1,0,6,5,0,0,0,1,0,0,2
882664cf45fffff,0,2,5,3,0,22,3,2,0,0,4,3,11,3
882664cf47fffff,0,1,0,1,0,3,1,0,0,0,1,1,0,3
882664cf49fffff,0,1,0,5,0,0,2,0,1,0,0,0,2,0
882664cf4bfffff,0,10,7,18,9,69,9,3,0,2,4,7,11,4
882664cf4dfffff,0,3,1,4,0,16,1,0,0,0,3,6,0,5
882664cf51fffff,0,5,6,2,0,4,1,1,0,0,0,1,1,9
882664cf53fffff,0,5,4,0,4,14,3,3,0,0,0,2,5,3
882664cf55fffff,0,7,5,0,0,8,4,0,1,0,0,0,0,4
882664cf57fffff,0,1,2,5,1,3,1,0,0,0,6,4,0,4
882664cf59fffff,0,1,0,1,0,2,0,1,0,0,0,1,0,1
882664cf5bfffff,0,2,1,1,0,1,0,0,0,0,0,0,0,2
882664cf5dfffff,2,2,3,1,0,5,6,2,0,1,0,3,3,1
882664cf61fffff,0,6,2,0,0,1,7,1,0,0,1,0,4,3
882664cf63fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882664cf65fffff,5,4,5,0,5,20,7,2,2,0,0,2,9,4
882664cf67fffff,0,0,0,0,0,0,1,0,0,0,0,0,2,1
882664cf69fffff,1,4,7,19,6,33,10,4,0,0,4,4,9,5
882664cf6bfffff,1,0,0,1,0,1,0,0,0,0,0,0,1,0
882664cf6dfffff,0,4,5,1,0,4,0,0,1,0,1,0,0,1
882664d811fffff,2,1,1,2,1,11,3,1,0,0,2,5,5,3
882664d813fffff,0,2,2,0,0,6,4,1,0,0,0,5,4,5
882664d815fffff,0,1,0,0,1,5,0,0,0,0,0,2,2,0
882664d817fffff,8,3,3,0,2,10,7,3,0,0,2,9,10,4
882664d81bfffff,1,4,1,6,6,7,6,1,0,0,0,3,11,3
882664d833fffff,0,4,1,1,0,2,1,0,0,0,0,1,0,2
882664d83bfffff,1,10,1,0,1,1,2,1,0,0,0,0,1,1
882664d881fffff,1,2,5,2,2,15,5,2,0,0,0,0,7,4
882664d883fffff,0,7,1,6,5,33,8,6,0,0,15,13,43,2
882664d885fffff,0,3,0,1,0,0,0,0,0,0,0,0,0,0
882664d887fffff,1,0,3,0,0,5,2,0,0,0,5,0,1,4
882664d889fffff,1,7,3,1,2,19,2,0,0,0,2,5,8,2
882664d88bfffff,2,5,1,7,2,24,7,4,1,0,2,6,6,2
882664d88dfffff,1,1,0,1,0,4,2,0,0,1,1,1,1,2
882664d891fffff,0,10,4,1,0,6,3,3,0,1,1,0,0,4
882664d893fffff,0,3,2,3,0,4,2,0,0,0,1,0,1,2
882664d895fffff,3,3,2,5,3,26,5,1,0,0,5,7,5,3
882664d897fffff,0,3,5,2,9,27,5,3,0,0,3,2,6,4
882664d899fffff,0,1,0,2,0,1,0,0,1,0,0,0,1,0
882664d89bfffff,0,0,0,0,1,3,0,0,2,0,0,0,1,2
882664d89dfffff,0,4,1,9,2,39,17,8,1,2,1,9,18,5
882664d8a1fffff,0,2,2,0,0,0,0,0,0,0,0,0,0,2
882664d8a3fffff,1,6,2,0,0,10,3,1,0,0,1,0,0,4
882664d8a5fffff,1,2,5,2,0,7,3,0,0,0,1,0,1,3
882664d8a7fffff,1,4,7,0,2,10,2,0,0,1,0,1,2,3
882664d8a9fffff,1,8,4,1,0,3,3,0,0,3,2,0,1,4
882664d8abfffff,1,3,0,0,1,11,5,1,0,2,2,2,5,3
882664d8adfffff,1,3,3,0,2,7,0,2,0,1,0,1,2,3
882664d8b1fffff,0,6,7,1,1,39,6,2,1,0,6,5,10,5
882664d8b3fffff,1,4,2,3,7,23,4,10,0,0,14,17,13,3
882664d8b5fffff,1,4,2,2,2,24,8,3,1,0,4,8,6,6
882664d8b7fffff,2,0,1,1,0,15,6,3,0,0,3,2,3,4
882664d8b9fffff,1,6,2,1,2,14,6,4,2,1,2,0,5,4
882664d8bbfffff,1,6,5,3,0,17,3,1,1,0,3,1,5,2
882664d8bdfffff,1,1,3,2,2,19,4,0,0,0,0,1,8,2
882664d8c1fffff,0,8,4,16,3,24,5,0,0,1,3,2,6,3
882664d8c3fffff,2,7,4,13,4,32,4,4,0,1,3,2,6,1
882664d8c5fffff,0,6,3,0,2,19,6,2,0,0,1,4,10,3
882664d8c7fffff,2,5,4,4,0,13,10,4,0,0,11,13,9,6
882664d8c9fffff,0,0,0,0,0,2,1,0,0,0,0,0,1,1
882664d8cdfffff,1,4,1,18,0,2,1,0,0,1,4,2,0,3
882664d8d5fffff,0,4,1,2,0,1,1,0,0,0,1,0,1,0
882664d8d7fffff,0,1,0,1,0,0,0,0,0,0,0,0,0,1
882664d8e1fffff,3,5,0,0,4,12,10,0,0,0,0,1,7,1
882664d8e3fffff,4,1,1,3,2,6,4,0,0,0,0,1,7,4
882664d8e5fffff,0,11,4,1,0,0,1,0,0,0,0,0,0,1
882664d8e7fffff,1,8,3,0,2,5,5,0,0,0,1,1,1,4
882664d8e9fffff,2,7,3,0,1,3,1,0,0,0,0,0,1,2
882664d8ebfffff,1,3,0,0,1,8,8,0,0,0,1,4,1,2
882664d8edfffff,0,7,3,2,0,0,1,0,0,0,0,0,0,1
882664d981fffff,0,2,0,0,1,2,1,2,0,0,0,4,0,0
882664d985fffff,2,0,0,0,1,2,1,0,0,0,0,2,0,2
882664d987fffff,1,2,0,0,0,0,0,0,0,0,0,1,0,1
882664d989fffff,0,1,1,0,0,1,0,0,0,0,0,1,0,0
882664d98bfffff,0,1,2,0,1,0,0,0,0,0,0,0,0,0
882664d98dfffff,0,3,2,0,0,2,0,2,0,0,1,1,3,2
882664d991fffff,0,3,0,1,0,2,2,2,0,0,0,1,0,1
882664d993fffff,0,1,3,0,3,10,3,1,0,0,2,3,8,2
882664d995fffff,0,1,0,0,0,5,3,0,1,0,0,0,4,1
882664d997fffff,1,6,2,0,1,5,4,2,0,0,0,1,1,3
882664d999fffff,0,3,2,0,0,0,0,2,0,0,0,0,0,0
882664d99bfffff,1,2,2,0,0,3,0,0,0,0,0,0,0,1
882664d99dfffff,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882664d9a1fffff,0,2,2,0,2,0,3,0,0,0,0,3,0,1
882664d9a3fffff,0,3,1,2,2,3,3,9,0,0,1,5,3,1
882664d9a5fffff,1,3,0,0,0,0,1,0,0,0,2,1,2,1
882664d9a7fffff,1,0,1,0,2,2,1,2,0,0,0,2,0,0
882664d9a9fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0
882664d9abfffff,0,2,0,0,1,3,0,1,0,0,0,0,0,1
882664d9adfffff,0,2,0,0,3,10,3,2,2,1,2,5,1,4
