valid_time,snowc,sde,latitude,longitude
2024-01-01 00:00:00,6.9296875,0.0078125,42.000000000001165,-87.8000000000066
2024-01-01 01:00:00,8.1796875,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-01 02:00:00,8.8046875,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-01 03:00:00,8.873047,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-01 04:00:00,8.890625,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-01 05:00:00,9.011719,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-01 06:00:00,9.2421875,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 07:00:00,9.486328,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 08:00:00,9.630859,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 09:00:00,9.6796875,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 10:00:00,9.683594,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 11:00:00,9.683594,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 12:00:00,9.675781,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 13:00:00,9.666016,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 14:00:00,9.65625,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 15:00:00,9.650391,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 16:00:00,9.634766,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 17:00:00,9.611328,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 18:00:00,9.5625,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 19:00:00,9.466797,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 20:00:00,9.419922,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 21:00:00,9.378906,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 22:00:00,9.34375,0.009765625,42.000000000001165,-87.8000000000066
2024-01-01 23:00:00,9.316406,0.009765625,42.000000000001165,-87.8000000000066
2024-01-02 00:00:00,9.292969,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 01:00:00,9.275391,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 02:00:00,9.255859,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 03:00:00,9.240234,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 04:00:00,9.224609,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 05:00:00,9.212891,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 06:00:00,9.197266,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 07:00:00,9.1875,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 08:00:00,9.181641,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 09:00:00,9.173828,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 10:00:00,9.166016,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 11:00:00,9.160156,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 12:00:00,9.152344,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 13:00:00,9.146484,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 14:00:00,9.142578,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 15:00:00,9.136719,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 16:00:00,9.125,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 17:00:00,9.095703,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 18:00:00,9.046875,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 19:00:00,8.927734,0.0087890625,42.000000000001165,-87.8000000000066
2024-01-02 20:00:00,8.806641,0.0087890625,42.000000000001165,-87.8000000000066
