h3_index,poi_count,count_poi_types,poi_type_list,poi_list
882664c1abfffff,181,40,"place_of_worship, dry_cleaning, fast_food, artwork, bar, library, restaurant, convenience, bicycle_rental, cafe, restaurant, artwork, museum, pharmacy, restaurant, nightclub, bicycle_rental, bicycle_rental, convenience, artwork, artwork, artwork, artwork, books, restaurant, atm, confectionery, beauty, cafe, alcohol, bar, cafe, restaurant, theatre, restaurant, bar, cafe, restaurant, restaurant, convenience, restaurant, bicycle_rental, cafe, books, artwork, artwork, fast_food, artwork, place_of_worship, fast_food, fast_food, restaurant, fast_food, artwork, fast_food, fast_food, ice_cream, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, clinic, atm, wine, restaurant, fast_food, cafe, beauty, fast_food, gift, post_office, cafe, dry_cleaning, hairdresser, fast_food, craft, artwork, fast_food, beauty, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, hairdresser, restaurant, artwork, artwork, artwork, artwork, restaurant, post_office, cafe, restaurant, bank, bank, fast_food, cafe, restaurant, restaurant, bar, gift, fast_food, restaurant, information, information, storage_rental, restaurant, fast_food, pastry, bar, artwork, restaurant, cafe, candles, university, college, hotel, library, hotel, hotel, hotel, hostel, storage_rental, events_venue, theatre, nightclub, ice_cream, hotel, artwork, artwork, artwork, artwork, artwork, attraction, theatre, artwork, shelter, events_venue, school, university, shelter, shelter, theatre, shelter, bicycle_rental, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, taxi, hotel, bicycle_rental, bicycle_rental","Grace Episcopal Church, Plymouth Court Cleaners, Jimmy John's, Lilies, Kasey's Tavern, Columbia College Chicago Library, Lou Malnati's Pizzeria, 7-Eleven, Michigan Ave & Jackson Blvd, Peet's Coffee, Señoritas Cantina, Sir Georg Solti Bust, The Museum of Contemporary Photography, CVS Pharmacy, Cafecito, Jazz Showcase, Michigan Ave & 8th St, Buckingham Fountain, Burnham Mart, Sandmeyer's, Taco Madre, Kilwins, Paradise Unisex Spa, LaSalle Cafe Luna, Warehouse Liquors, 720 South Bar & Grill, Herb N’ Kitchen, Himalayan Restaurant, Studebaker Theater, Sofi Restaurant, Kitty O’Shea’s, Market By The Blackstone, Mercat a la Planxa, Niu B, Totto's Market, Fontano's Pizza and Subs, Federal St & Polk St, Starbucks, The Dial Boomshop, Relish Chicago Hot Dogs, Magdalene, The Loop Church of the Nazarene, Dunkin', Panda Express, Art of Pizza, Wingstop, Hector Guimard Metro entrance, Dunkin', Dunkin', Baskin-Robbins, Physicians Immediate Care, Printers Row Wine Shop, Blaze Pizza, Epic Burger, Gong Cha, J’s Blossom Nail Spa, Devil Dawgs, Kpop Nara, The UPS Store, Necessary Coffee, Roosevelt Cleaners, Funk’s Barber Shop, Subway, Yarnify, Conrad Hilton, Burger Alley, Nails Spa On State, Paul Chambers Salon, Osaka Sushi & Fresh Fruit Smoothies, Mayor Harold Washington, Thai Spoon and Sushi, FedEx Office, Le Petit Cafe, Grant Park Bistro, New City Bank, Chase, Subway, Crave Coffee, Flaco's Tacos, Rafael Restaurant, Congress Lounge, Kpop Nara, Tilly Bagel Shop, Forno Mauri, Van Buren Street Station RTA Information Board, Van Buren Street Station RTA Information Board, Extra Space Storage, Lao Sze Chuan, Harold's Chicken Shack, Insomnia Cookies, Vitology, All Roads Lead Back to the Loop, Chengdu Bistro, Cafe Deko, Embers + Apothecary, Roosevelt University, Columbia College Chicago, Travelodge Chicago, Harold Washington Library Center, Sonder Plymouth, Congress Plaza Hotel, The Blackstone, Autograph Collection, HI Chicago, U-Stor-It, Hilton Conference Hall, Merle Reskin Theatre, Buddy Guy's Legends, Bobtail Ice Cream & Coffee, Le Méridien Essex, Equestrian Indians (The Spearman), Equestrian Indians (The Bowman), Dove Girl, Turtle Boy, Hedgerow, Paris Metro Entryway (Metra), John Alexander Logan Monument, RESERV, Jones College Prep, East West University, Auditorium Theatre, Michigan Ave & Ida B Wells Dr, Chicago Hilton & Towers, Wabash Ave & 9th St, State St & Harrison St"
882664c1adfffff,264,53,"ferry_terminal, university, music_school, gift, fast_food, artwork, bank, fast_food, bank, university, convenience, clinic, fast_food, fast_food, cafe, cannabis, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, restaurant, fast_food, fast_food, restaurant, cafe, cafe, bar, restaurant, pub, cafe, fast_food, fast_food, bar, cafe, atm, fast_food, restaurant, jewelry, pastry, fast_food, newsagent, atm, restaurant, bank, fast_food, convenience, mobile_phone, bank, bank, bicycle_rental, restaurant, fast_food, restaurant, restaurant, fast_food, fast_food, restaurant, bar, fast_food, fast_food, fast_food, fast_food, cafe, bar, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, hotel, fast_food, restaurant, cafe, bar, restaurant, bar, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, bar, fast_food, cafe, bakery, restaurant, bakery, bar, copyshop, bicycle_rental, restaurant, bar, restaurant, fast_food, bar, cafe, convenience, bicycle_rental, food_court, artwork, bank, fast_food, fast_food, newsagent, newsagent, cafe, fast_food, confectionery, fast_food, fast_food, fast_food, atm, ticket, ticket, information, car_rental, hotel, fast_food, fast_food, fast_food, fast_food, car, fast_food, pastry, fast_food, restaurant, cafe, bicycle_rental, restaurant, bank, bank, restaurant, events_venue, deli, cafe, beauty, restaurant, restaurant, fast_food, bank, dentist, restaurant, restaurant, restaurant, restaurant, restaurant, dry_cleaning, beauty, ferry_terminal, fast_food, restaurant, massage, bicycle_rental, supermarket, convenience, clinic, dry_cleaning, post_office, post_office, fast_food, fast_food, hairdresser, antiques, beauty, atm, fast_food, car, frame, restaurant, restaurant, florist, hairdresser, beauty, dentist, cafe, clinic, bicycle_rental, restaurant, restaurant, bank, cafe, atm, convenience, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, fast_food, restaurant, fast_food, bakery, restaurant, fast_food, deli, pet, fast_food, cafe, restaurant, kindergarten, post_office, hairdresser, restaurant, restaurant, restaurant, artwork, bicycle_rental, museum, atm, fast_food, pastry, fast_food, fast_food, restaurant, restaurant, information, theatre, hotel, hotel, restaurant, restaurant, school, fast_food, police, newsagent, restaurant, university, shelter, shelter, shelter, artwork, artwork, street_vendor, bicycle_rental, bicycle_rental, taxi, taxi, taxi, taxi, bicycle_rental, taxi, artwork, taxi, bicycle_rental, bicycle_rental, shelter, shelter, shelter, mall, cafe, food_court, pub, beauty, hairdresser, ticket, chemist, alcohol, bicycle_rental, bicycle_rental","Union Station/Willis Tower, Chicago-Kent College of Law, Opera School of Chicago, The Boeing Store, Jimmy John's, Batcolumn, Chase, Chipotle, Fifth Third Bank, IIT Stuart School of Business, 7-Eleven, Family Planning Associates, Jimmy John's, Potbelly, Starbucks, Mint Ventures, Canal St & Adams St, Clinton St & Lake St, Clinton St & Madison St, Jefferson St & Monroe St, Eppy's Deli, Potbelly, Chipotle, Noodles & Company, Starbucks, Starbucks, South Branch, Monroe Reserve, New Line Tavern, Starbucks, Potbelly, Panda Express, Chicago News Room, Starbucks, Bank of America, Jimmy John's, Yolk, Arts & Artisians, Mrs. Fields, Jamba, Hudson News, Naf Naf Grill, Citibank, Subway, 7-Eleven, T-Mobile, Fifth Third Bank, Chase, Wacker Dr & Washington St, Sepia, Protein Bar, Mediterranean Kitchen, avec, Così, Jimmy John's, One North Kitchen, Rittergut Wine Bar, Roti, Potbelly, Jimmy John's, Aloha Pokē Co, Vanille Patisserie, CH Distillery, Saigon Sisters, Sarpino's Pizzeria, IDOF - I Dream of Falafel, Blaze Pizza, Gibsons Italia, Proxi, Slightly Toasted, Hampton Inn Chicago West Loop Fulton Market Area, Five Guys, Naf Naf Grill, Starbucks, Porter Kitchen & Deck, Beatnik On The River, Good Funk, Omakase Yume, Beatrix Market, Market Creations, Left Coast, Alla Vita, Arturo Express, Boxcar Betty’s, Chicago Union Station Metropolitan Lounge, Cinnabon, Doughnut Vault - Canal St., International Sandwich Shop, Rivers, Steffens Cafe & Bakery, Stocks and Blondes, FedEx Office, Canal St & Jackson Blvd, Taste222, The Junction, Wishbone, Pret A Manger, Madison Tavern, Mojo Coffee, 7-Eleven, Desplaines St & Randolph St, Rustle & Roux, Black Tiberinus, First Northern Credit Union, Dunkin', Jersey Mike's Subs, News Now, News Now, Starbucks, Robinson's, Nuts on Clark, Jamba, Dunkin', Chick-fil-A, Metra Ticket Passenger Sevice, Amtrak Tickets Passenger Services, Car Rentals, Homewood Suites West Loop Fulton Market Area, Auntie Anne's, Taco Bell, Popeyes, Halsted Street Deli, Porsche, Benj Yehuda, Smallcakes, Dunkin', 65 Express, Starbucks, FARE, U.S. Bank, PNC Bank, Francois Frankie, Convene, Boar's Head, Espresso and Milk, 7 Am, Bar Mar, Bazaar Meat, Market Creations, Bank of America, Presidential Dental Associates, Asadito, TenGoku Aburiya, Bonyeon, Taqueria Mexicana, Jinsei Motto, Ogilvie / Union (West Loop), Potbelly, The Outpost Mexican Eatery, Massage Evolved, Desplaines St / Randolph St, Metro Spice Mart, Circle K, Physicians Immediate Care, Paramount Cleaners, The UPS Store, FedEx Office, Great Steak, Dunkin', Great Clips, Primitive, eyelashworks, DosBros Fresh Mexican Grill, McLaren, Supreme Frame, Sopraffina Marketcaffe, Hannah's Bretzel, A Plus Flowers & Gifts, The Chicago Buzz, Loop Nail Spa, DentalWorks, Peet's Coffee, One Medical, Franklin St & Washington St, Polombia, Eaves, Wells Fargo, River Roux, Suarez Market, Clinton St Smoked Meats, Retro Pizza, Lito's Empanadas, Suarez Brothers Fry Shack & Bar, Saigon Sisters, K Kitchen, Mochinut, Mammoth Poke & Ramen, Buen Apetito, Vertige, Panlasa, Cubano Bros, Bill's Olive Oil, Barking Spot Bakery, Firenze, B.I. Tea & Dim Sum, Blue Spot Sushi, Bright Horizons, The UPS Store, Elegance Salon, Solette, Just Salads, Silk Road of Chicago, Museum of Broadcast Communications, Thimi’s Empanadas, Fresco Delicioso, Klay Oven Kitchen, Paiges, Bell Heirs BBQ, Righteous Kitchen, Information, Civic Opera House, La Quinta Inn & Suites by Wyndham Chicago Downtown, Hyatt Place Chicago/Downtown - The Loop, Sushi Nova, Taco Lulú, Frances Xavier Warde School, Dunkin', Amtrak Police Department, News Now, Small Cheval - Riverside, 150, 100, Food Trucks, Franklin St & Adams St, Franklin St & Monroe St, Clinton St & Jackson Blvd, Constellation, Canal St & Madison St, Canal St & Madison St, MetraMarket, Cupitol, Chicago French Market, Ovie Bar & Grill, Spackle Nail Solon, Great Clips, Metra, CVS Pharmacy, The Booze Caboose, Clinton St / Madison St, Clinton St & Washington Blvd"
882664c1b1fffff,11,6,"bicycle_rental, artwork, bicycle_rental, bus_station, biergarten, artwork, artwork, information, information, ticket, ticket","Calumet Ave & 18th St, American Doughboy, Burnham Harbor, Soldier Field Pick-up/Drop-off, Boat Drinks, George Halas, Walter Payton, Northerly Island Visitor Center"
882664c1b3fffff,6,5,"viewpoint, fast_food, cafe, viewpoint, conference_centre, theatre","Connie's Pizza, 22nd Street Cafe, McCormick Place Lakeside Center, Arie Crown Theater"
882664c1b5fffff,59,27,"bicycle_rental, bicycle_rental, cafe, dentist, bar, restaurant, restaurant, bar, bar, bar, bar, restaurant, artwork, restaurant, clinic, restaurant, clothes, place_of_worship, beauty, shoes, beauty, car_parts, fast_food, dry_cleaning, veterinary, pub, restaurant, hairdresser, dry_cleaning, restaurant, restaurant, supermarket, dentist, doctors, cafe, dentist, museum, school, museum, place_of_worship, artwork, restaurant, place_of_worship, fast_food, place_of_worship, fast_food, bank, shelter, clinic, police, car_repair, car_repair, supermarket, bank, kindergarten, school, school, bicycle_rental, car_wash","Michigan Ave & 18th St, State St & 19th St, The Spoke & Bird, Brighter Dental of South Loop, Vice District Taproom, Oliver's, Tapas Valencia, The Bureau Bar, Victory Tap Chicago, Weather Mark Tavern, M Lounge, My Place, La Cantina Bar & Grill, RUSH South Loop, Burger Point, Maddie's Closet, Awaken Chicago, Girlfriend's Spa, Unique Shoe, Bella Mia, Douglas Truck Parts, Fruitful Delight Smoothie & Juice Bar, Cleaners, Metropolitan Veterinary Clinic, The Staley, Casa Tulum, Andy's Hair Studio, Four Seasons Dry Cleaners & Tailoring, Chicago Waffles, Mikami, Go Grocer, Dental Group Of Chicago, Weissbluth Pediatrican, Overflow Coffee, Sloop Dental, Glessner House Museum, South Loop Elementary School, Henry B. Clarke House, Old Saint Mary's Church, Jane Addams Memorial (Helping Hands), The Chicago Firehouse Restaurant, Gospel Way Bible Church, Uncle Joe’s Rum Bar & Grill, Soka Gakkai International Buddhist Center, Dunkin', PNC Bank, Saint Agnes Health Center, Chicago Police Department 1st District, Firestone, Goodyear, Mariano's Fresh Market, Lakeside Bank, KinderCare, Daystar Academy, Old St. Mary's School, Wabash Ave & 16th St"
882664c1b7fffff,60,30,"bicycle_rental, social_facility, bar, bar, restaurant, cafe, bakery, restaurant, bar, restaurant, bar, fast_food, bicycle_rental, bicycle_rental, bus_station, taxi, fast_food, bus_station, bus_station, taxi, restaurant, gallery, artwork, doctors, restaurant, convenience, convenience, telecommunication, fast_food, dry_cleaning, restaurant, restaurant, dentist, restaurant, restaurant, money_transfer, hairdresser, beauty, conference_centre, exhibition_centre, conference_centre, conference_centre, museum, fast_food, car_repair, cafe, restaurant, bureau_de_change, place_of_worship, guest_house, hotel, hotel, school, conference_centre, conference_centre, hotel, conference_centre, kindergarten, kindergarten, shelter","McCormick Place, Willie Dixon's Blues Heaven Foundation, Motor Row Brewing, Bar 22, Fatpour Tap Works, Starbucks, Sip & Savor, Windy City Ribs & Whiskey, VU Rooftop Bar, Showroom Food Hall, Woven + Bound Restaurant, Papa John's, Wabash Ave & Cermak Rd, Calumet Ave & 21st St, McCormick Place North Pick-up/Drop-off, McDonald's, McCormick Place South Pick-up/Drop-off, McCormick Place Transportation Center, Pizano's Pizza, South Asia Institute, Shifrin Plastic Surgery, Apolonia, South Loop Market, McCormick Market, GFiber, Harold's Chicken Shack, CD One Price Cleaners, Brulee, Southern Chicago, DentArt Chicago, Il Culaccino, Chicago Oyster House, Western Union, Urban Hair, Orlando Salon, McCormick Place Convention Center, McCormick Place, McCormick Place West Building, McCormick Place South Building, Chess Studio, White Castle, Crash Champions, Connie's Coffee, Mustard Seed Kitchen, Cermak & Wabash Currrency Exchange, Second Presbyterian Church, Wheeler Mansion, Marriott Marquis, Hilton Garden Inn, Hampton Inn, & Home2 Suites, Ray Graham Training Center High School, Hyatt Conference Center, McCormick Place North Building, Hyatt Regency McCormick Place, Grand Concourse, The Goddard School"
882664c1b9fffff,11,8,"artwork, artwork, artwork, viewpoint, shelter, planetarium, theatre, attraction, artwork, events_venue, bicycle_rental","Daphne 1, America's Courtyard, Spiral Galaxy, Adler Planetarium, Huntington Bank Pavilion at Northerly Island, Doane Observatory, Man Enters The Cosmos, Adler Planetarium"
882664c1bbfffff,2,2,"viewpoint, artwork",Daphne 2
882664c1bdfffff,62,24,"artwork, ferry_terminal, artwork, information, fast_food, bicycle_rental, atm, bicycle_rental, bicycle_rental, restaurant, artwork, artwork, artwork, restaurant, artwork, bicycle_rental, cafe, artwork, cafe, attraction, attraction, attraction, attraction, attraction, artwork, restaurant, information, artwork, fast_food, fast_food, shelter, shelter, artwork, fast_food, information, information, restaurant, restaurant, musical_instrument, dry_cleaning, cannabis, supermarket, restaurant, massage, post_office, fast_food, artwork, aquarium, museum, music_school, hotel, social_facility, shelter, fast_food, ticket, theatre, aquarium, restaurant, food_court, shelter, shelter, shelter","Big Beaver Totem Pole, Museum Campus, Culture Earth and Earth's Moon, Subway, Field Museum, PNC Bank, Indiana Ave & Roosevelt Rd, Michigan Ave & 14th St, Crave Cafe and Lounge, Man with Fish, Olmec Head, Aaron Ward Montgomery Bust, Burger Bar Chicago - South Loop, Brachiosaurus Replica, Shedd Aquarium, Little Branch Cafe, Soundings Cafe, Dolphin, Beluga, Sea Lion, Sea Otter, Penguins, Geography Earth, Giordano's Pizzeria, Field Museum Map, Sue the Dinosaur, Kim and Carlo‘s Chicago Style Hot Dog Store, Jimmy John's, Mending Wall, Sumi Japanese Restaurant, Nepal House, PianoForte Chicago, June 1250 Cleaners, Chi'Tiva, Go Grocer, Siam Thai Eatery, Elements Massage, The UPS Store, Pure Green, Agora, Shedd Aquarium, Field Museum, Sherwood Music School, Hotel BnB, Senior Suites Central Station, Museum Campus Cafe, Shoreline Water Taxi, Phelps Theater, Rice Amplitheater & Abbott Oceanarium, Soundings café, Bubble Net Food Court"
882664c1c7fffff,80,22,"cinema, pub, fast_food, gift, bar, pub, studio, restaurant, restaurant, museum, attraction, ticket, ticket, ticket, ticket, ticket, ticket, ticket, bakery, bakery, cafe, bar, restaurant, viewpoint, bar, studio, viewpoint, viewpoint, ferry_terminal, ferry_terminal, information, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, information, information, information, viewpoint, museum, artwork, restaurant, ice_cream, ice_cream, gift, attraction, fast_food, hotel, attraction, events_venue, theatre, bar, attraction, attraction, bar, theme_park, attraction, ticket, shelter, attraction, attraction, events_venue, bar, bar, theatre, bar, bar, theatre, theatre, theatre, bar, attraction, attraction, artwork","Navy Pier IMAX Theatre, Harry Caray's Tavern, McDonald's, Margaritaville, Billy Goat Tavern, WBEZ 91.5 FM, Xurro, Riva Crabhouse, Dreihaus Gallery of Stained Glass, The Wave Wall, Chicago Elite, Spirit of Chicago, Mystic Blue, Shoreline Sightseeing, Tall Ship Windy, Odyssey Lake Michigan, Seadog Cruises, Brown Sugar Bakery, Churro Factory, Riva Crabhouse, Tiny Tavern, IDOF - I Dream Of Falafel, North Overlook, Billy Goat Tavern & Grill, Jim and Kay Mabie Performance Studio, Shoreline I, Shoreline II, Seadog I, Seadog II, Seadog III, Seadog IV, Odyssey, Windy, Spirit of Chicago, Mystic Blue II, Mystic Blue I, Shoreline, South Overlook, Chicago Children's Museum, William Shakespeare, Lirica, Kilwins, Frio Gelato, Making History, Flyover, AD&B, Sable at Navy Pier, Navy Pier, Aon Grand Ballroom, Navy Pier Skyline Stage, Carousel, Centennial Wheel, Pier Park, Wave Swinger, Pier Park, Pier Park Mini-Golf, Light Tower, Festival Hall, Navy Pier Beer Garden, Miller Lite Beer Garden Grove, Chicago Shakespeare Theater, El Sol, Offshore Chicago, Drop Tower, Tea Cups, Bob Newhart Statue & Couch"
