h3_index,poi_count,count_poi_types,poi_type_list,poi_list
8826641917fffff,8,5,"place_of_worship, bicycle_rental, school, bar, community_centre, bar, place_of_worship, school","Saint Columba Roman Catholic Church, Ave O & 134th St, Henry Clay Elementary School, Club 81 Too, Hegewisch Community Center, Uncle Bobby's, Saint Hedwig Church, Saint Columba School"
882664191dfffff,5,2,"shelter, information, shelter, shelter, shelter","Picnic Shelter #1, Visitors Center, Picnic Shelter #3, Picnic Shelter #4, Picnic Shelter #2"
8826641927fffff,2,2,"artwork, fire_station",Chicago Fire Department Engine Company 80
8826641931fffff,1,1,place_of_worship,Lebanon Lutheran Church
8826641939fffff,2,2,"bicycle_rental, school","Torrence Ave & 126th Pl, Virgil Grissom Elementary School"
882664193bfffff,25,17,"hairdresser, bicycle_rental, school, post_office, place_of_worship, bar, restaurant, supermarket, bank, restaurant, mobile_phone, ice_cream, social_centre, restaurant, veterinary, variety_store, bank, supermarket, restaurant, bar, restaurant, funeral_directors, library, car_repair, place_of_worship","Supreme Cuts Barber Studio, Commercial Ave & 130th St, Saint Florian School, Hegewisch Post Office, Trinity Lutheran Church, Steve's Lounge, Doreen's Pizzeria, Eric's Food Market, First Savings Bank of Hegewisch, Chicago Pita Kitchen, Boost Mobile, Paleteria Jamay, American Legion Hall Post 272, Taquaria el Taquin, Seven Seas Pet Care Center, Family Dollar, Old Second National Bank, Baltimore Food & Liquor, China Garden, Wendol's, Los Cantaritos, Frank F. Opyt Funeral Home, Hegewisch Branch Library, Cabrales Auto Repair, Saint Florian Catholic Church"
8826641941fffff,1,1,shelter,
8826641943fffff,7,6,"bakery, bicycle_rental, school, funeral_directors, social_centre, bank, school","Poopsies Pastry, Ave L & 114th St, George Washington High School, Elmwood Funeral Chapel, Knights of Columbus Trinity Council, Byline Bank, George Washington Elementary School"
8826641945fffff,1,1,restaurant,Taco Mex
8826641949fffff,49,29,"bar, bakery, bar, fast_food, restaurant, ice_cream, hairdresser, mobile_phone, restaurant, hairdresser, mobile_phone, money_transfer, beauty, florist, pet_grooming, beauty, clothes, childcare, pharmacy, supermarket, restaurant, pharmacy, travel_agency, alcohol, cafe, place_of_worship, bank, bar, restaurant, fast_food, place_of_worship, car_repair, fire_station, social_centre, place_of_worship, ice_cream, beauty, clinic, mobile_phone, bank, place_of_worship, chemist, alcohol, post_office, library, school, restaurant, restaurant, car_parts","Small World Inn Bar & Grill, La Florencia Bakery, O’Hara’s Tavern, Waldo Cooney's Pizza, El Charro De San Francisco, Paleteria Lindo Michoacan, VIP Cutz, T-Mobile, New Hot Wok, ACE Fadezz Barbershop, Boost Mobile, Western Union, Nail Art, East Side Florist, Uncle Paws Grooming Salon, Martha's Salon, Ocampo Western Wear, Shining Star Child Development, Walgreens, La Flor, Nicky'z Gyros, Cornerstone Pharmacy, U. P. Travel & Income Tax Agency, Ewing Liquor, Colibrí Coffee, East Side Bible Church, U.S. Bank, Riverfront Saloon Inc, Los Tres Amigos 2, Gina's Chicken, East Side Baptist Church, East Side Muffler Shop, Chicago Fire Department Engine Company 74, American Legion Hall Illiana Chapter, Word Evangelistic Church, La Michoacana Premium, Eastside Beauty Salon, Chicago Family Health Center, Metro by T-Mobile, Old National Bank, Christian Fellowship Flock, Walgreens, Banner Liquors, Chicago Post Office Station W, Vodak-East Side Branch Library, Gallistel Language Academy, Gorditas Loli's, Leon's Barbeque Zone, AutoZone"
882664194bfffff,8,5,"place_of_worship, supermarket, convenience, place_of_worship, school, school, place_of_worship, clinic","Calvary Baptist Church, La Cienega Super Food, 7-Eleven, East Side United Methodist Church, Jane Addams Elementary School, Annunciata School, Our Lady Of Nazareth Catholic Church, Mohana Medical Center"
8826641955fffff,13,11,"variety_store, supermarket, department_store, fast_food, beauty, bicycle_rental, pharmacy, ice_cream, fire_station, bank, fast_food, chemist, fast_food","Dollar Tree, Pete's Market, TJ Maxx, Subway, Love Nails, Ave O & 118th St, Walgreens, Baskin-Robbins, Chicago Fire Department Engine Company 104, First Savings Bank of Hegewisch, Wendy's, Walgreens, Dunkin'"
882664195dfffff,4,4,"picnic_site, bicycle_rental, shelter, place_of_worship","Eggers Grove Picnic Grove 2, Burnham Greenway & 112th St, Serbian Saint Simeon Mirotociv Orthodox Church"
8826641963fffff,5,5,"information, bicycle_rental, picnic_site, museum, shelter","Big Marsh Park, Ford Calumet Environmental Center (FCEC)"
8826641969fffff,1,1,school,Orville Bright Elementary School
882664196bfffff,1,1,bus_station,Torrence & 112th Street Terminal
88266419e1fffff,1,1,fast_food,Burger King
88266419edfffff,13,10,"bar, bicycle_rental, fire_station, car_repair, hardware, car, restaurant, bar, restaurant, place_of_worship, place_of_worship, social_facility, shelter","South Shore Inn, Hegewisch South Shore Line Station, Chicago Fire Department Engine Comany 97, Leon's Complete Auto Repair, Aniol's True Value Hardware, 10th Ward Auto Sales, Pudgy's Pizza, Old Time Tap, Gorditas Adrian's, Assumption Greek Orthodox Church, Hegewisch United Methodist Church, Senior Suites of Hegewisch"
8826641b21fffff,14,9,"place_of_worship, artwork, restaurant, convenience, place_of_worship, religion, place_of_worship, place_of_worship, car_repair, restaurant, car_parts, supermarket, school, school","Mighty God Tabernacle, Pride Of East Side, Avy's Pizza, Super Leon, Iglesia del Pacto Evangelico, Mirna's Gift Shop, East Side Full Gospel Church, Saint George Catholic Church, Jara's Auto Rebuilders, El Quetzal, ABH Sound & Security, Lilly's Supermarket, Douglas Taylor Elementary School, Saint George School"
8826641b23fffff,19,14,"post_office, laundry, pawnbroker, bicycle_rental, bicycle_rental, furniture, bakery, beauty, supermarket, place_of_worship, place_of_worship, hairdresser, florist, restaurant, restaurant, place_of_worship, funeral_directors, school, school","The UPS Store, A & G Laundromat, Big Pawn, Calumet Park, Ewing Ave & Burnham Greenway, Jalisco Furniture, Gerardo's Bakery, Lucha's Beauty Shop, El Tapatio, Community Christian Church of Chicago, Community Christian Church Annex, New York Barber Shop, Sandela's Flower Shop, Tamales Y Restaurant Costa Grande, Route 66 Pizza, St. Francis de Sales Parish, Griesel Jimenéz Stodden Funeral Home, Saint Francis de Sales High School, Saint Francis De Sales Grade School"
8826641b25fffff,10,8,"bar, car_parts, bar, hairdresser, alcohol, supermarket, restaurant, restaurant, childcare, place_of_worship","Jovial Club, Commercial Auto Supply, Frank's Tap & Grill, Chanty & Mom Hair Studio, Lopez Liquors, La Feria Groceries, Mariscos El Malecon, Taquería Picazo, Mari's Bumble Bee Academy, Debretsion Medhanealem Ethiopian Orthodox Tewahedo Church"
8826641b29fffff,1,1,police,Chicago Police/Cook County Helicopter Task Force
8826641b2dfffff,6,6,"artwork, restaurant, childcare, fast_food, car_repair, social_facility","Sims Metal Management Mural, Calumet Fisheries, Restoring the Seed Childcare, Skyway Doghouse, Gornick's Auto Rebuilders, Victory Centre of South Chicago"
8826641b35fffff,18,14,"information, bar, bicycle_rental, hairdresser, restaurant, laundry, fast_food, fast_food, storage_rental, fast_food, supermarket, school, car_parts, beauty, fast_food, mobile_phone, fast_food, variety_store","Welcome to Indiana, Crow Bar Inc, Burnham Greenway & 105th St, The Trim Barbershop, Birrieria Ocotlan, Blue Kangaroo Coin Laundry, Burger King, KFC, iStorage, McDonald's, Aldi, Edward Sadlowski Elementary School, O'Reilly Auto Parts, Urmi Salon And Spa, Subway, Metro by T-Mobile, Pizza Hut Delivery, Family Dollar"
8826641b61fffff,2,2,"artwork, bicycle_rental","Tribute to the Past, Steelworkers Park"
8826641b65fffff,1,1,social_facility,
8826645201fffff,13,10,"bakery, fast_food, artwork, variety_store, atm, artwork, artwork, bank, restaurant, bank, library, ice_cream, school","Racine Bakery, Wingstop, American Eagle, Family Dollar, Bank of America, American Eagle, American Eagle, Huntington Bank, Home Run Inn Pizzeria, Bank of America, Garfield Ridge Branch Library, Andy's Frozen Custard, Saint Jane de Chantal School"
8826645203fffff,2,2,"school, place_of_worship","Kinzie Elementary School, Garfield Ridge Presbyterian Church"
8826645205fffff,3,2,"school, place_of_worship, school","Saint Daniel School, Saint Daniel the Prophet Roman Catholic Church, Byrne Elementary School"
8826645207fffff,19,15,"school, bar, artwork, gift, school, veterinary, fire_station, place_of_worship, bakery, convenience, fast_food, fast_food, clinic, bank, car_repair, fast_food, restaurant, fuel, convenience","Kennedy High School, Tom’s Tap, CPD Officer Ella French, Midway Crystals, Abbot Animal Hospital, Chicago Fire Department Engine Company 32, Garfield Ridge Baptist Church, Pticek’s & Son Bakery, 7-Eleven, The Shrimp Shack, McDonald's, MacNeal Healt Care Center, Archer Heights Credit Union, Jiffy Lube, Dunkin', Lindys Chili, Shell, Shell"
882664520bfffff,31,22,"school, place_of_worship, convenience, fast_food, bar, dentist, hairdresser, mobile_phone, mobile_phone, tyres, ice_cream, post_office, clothes, information, restaurant, chemist, car_repair, paint, fast_food, place_of_worship, supermarket, funeral_directors, place_of_worship, bank, place_of_worship, storage_rental, shelter, shelter, shelter, shelter, shelter","Gloria Dei School, Gloria Dei Evangelical Lutheran Church, 7-Eleven, Subway, Stan’s Corner & Helen’s Kitchen, Alta Dental, Supercuts, Metro by T-Mobile, T-Mobile, Bridgestone, La Michoacana Gourmet, The UPS Store, Peaches Boutique, Chicago Midway International Airport, Bree Thai, Walgreens, Firestone, Sherwin-Williams, KFC, Risen Savior Assembly Church, Jewel-Osco, Parkside Chapel, Bethel Reformed Church, Huntington Bank, Saint Jane de Chantal Roman Catholic Church, Midway Storage"
8826645211fffff,8,6,"cafe, bakery, cafe, fire_station, car_parts, bank, flight_school, bank","Karolinka Club, La Petite Pastry, Xurro, Chicago Fire Department Engine Company 127, ASM Auto Parts, Chicago Firefighters Credit Union, Aviation Professionals Incorporated, Fifth Third Bank"
8826645213fffff,2,1,"school, school","Robert L. Grimes Elementary School, John Hancock High School"
8826645215fffff,8,7,"place_of_worship, fast_food, car_parts, convenience, pharmacy, bank, place_of_worship, school","Messiah Lutheran Church, Dunkin', Carquest, 7-Eleven, Walgreens, Byline Bank, Saint Symphorosa's Roman Catholic Church, Saint Symphorosa School"
8826645217fffff,7,5,"place_of_worship, school, bar, mobile_phone, place_of_worship, variety_store, place_of_worship","Baptist Revival Center, Wesleyan Missionary Academy, The Twisted Shamrock, Boost Mobile, Wesleyan Missionary Church, Family Dollar, Clearing United Methodist Church"
8826645219fffff,4,3,"newsagent, restaurant, fast_food, fast_food","Hudson News, The Orange Line, Camden Food Co., Dunkin' Express"
882664521bfffff,12,8,"fast_food, mobile_phone, shelter, information, fast_food, fast_food, restaurant, variety_store, car_repair, fast_food, fuel, shelter","Subway, Boost Mobile, Chicago Midway International Airport, White Castle, AV Anthony's, Giordano's Pizzeria, Continental Sales “Lots 4 Less”, Valvoline, Burger King"
8826645223fffff,5,5,"bakery, mobile_phone, fast_food, social_facility, storage_rental","Oak Mill Bakery, Boost Mobile, Beefy's, Senior Suites Garfield Ridge, Public Storage"
8826645229fffff,1,1,car_wash,Jet Brite Car Wash
882664522bfffff,31,22,"cafe, bar, restaurant, fast_food, convenience, fast_food, ice_cream, fast_food, mobile_phone, hairdresser, shelter, fast_food, fast_food, restaurant, fuel, fast_food, supermarket, chocolate, fast_food, fast_food, pub, doityourself, fast_food, social_centre, bakery, clinic, pharmacy, bank, events_venue, bus_station, motel","A Cup of Joe, Lawlor's Bar, Ash GastroPub, Domino's, BP Shop, Little Caesars, Baskin-Robbins, Taco Burrito King, T-Mobile, Great Clips, Big 4 Chop Suey, Subway, Healthy Substance, BP, Triano's Pizza, Aldi, Fannie May, Dunkin', Potbelly, El Patron, Southwest Ace Hardware, Taco Bell, American Legion, Post 735, Argo-Summit, Weber's Bakery, Nordica Medical Center, Walgreens, Byline Bank, Banquets at the Mayor's Mansion, Archer & Neva Terminal, Rainbow Motel"
8826645231fffff,7,7,"charity, restaurant, library, events_venue, convenience, kindergarten, bus_station","The Salvation Army, Stunod's Pizzeria, Clearing Branch Library, Juanitas Restaurant Banquet Hall, 7-Eleven, Blair Early Childhood Center, Narragansett & 63rd Place Terminal"
8826645235fffff,3,2,"place_of_worship, school, school","Saint Rene Roman Catholic Church, Saint Rene School, John C. Dore Elementary School"
8826645239fffff,3,3,"supermarket, shelter, school","Fair Share Foods, Hale Elementary School"
882664523bfffff,8,7,"bakery, restaurant, ice_cream, mobile_phone, hardware, bank, clinic, bank","Acapulco Bakery, New Warsaw 🇵🇱, La Michoacana, Metro by T-Mobile, Clear Ridge True Value Hardware, Chicago Patrolmen's Federal Credit Union, Fresenius Kidney Care, BMO"
882664523dfffff,1,1,kindergarten,Dore Early Childhood Center
8826645251fffff,9,8,"place_of_worship, bar, pharmacy, cannabis, bicycle_rental, motel, car, place_of_worship, school","Iglesia Menonita Cristiana, Bohica Bar & Grill, Walgreens, Midway Dispensary, Lawler Ave & 50th St, Skylark Motel, Rocket Auto Sales, Our Lady of the Snows Rectory, Edwards Center For Young Learners"
8826645253fffff,16,3,"information, information, information, payment_centre, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter","Chicago Midway International Airport, Chicago Midway International Airport, Chicago Midway International Airport, Booting Payment Center"
8826645255fffff,1,1,school,Mark Twain Elementary School
8826645257fffff,25,16,"car_rental, car_rental, car_rental, car_rental, car_rental, car_rental, car_rental, car_rental, florist, cafe, car_repair, beauty, bank, post_office, supermarket, place_of_worship, convenience, pub, fuel, fast_food, bank, restaurant, social_centre, school, school","Dollar Car Rental, Avis, Enterprise, Thrifty, Hertz, Budget, National, Alamo, Cafe Two07, A-OK Automotive Collison Center, K's Nails, Archer Bank, Clearing Post Office, Shop & Save Market, Saint Camillus Roman Catholic Church, Mobil Mart, Sammy’s, Mobil, Wendy's, Chase, Orion Restaurant, Rhine VFW Post 2729, Saint Camillus School"
8826645259fffff,26,15,"car_repair, convenience, fast_food, car_parts, bicycle_rental, beauty, car_wash, fuel, convenience, fuel, fast_food, cafe, storage_rental, fast_food, fuel, events_venue, convenience, fuel, car_parts, convenience, school, pawnbroker, car_parts, social_facility, motel, fast_food","Lara Auto Service 2, BP Shop, Subway, O'Reilly Auto Parts, Lavergne Ave & 46th St, e'Nails, BP, Mobil Mart, Mobil, Dunkin', Starbucks, U-Haul, McDonald's, BP, Los Amantes Banquet Hall, BP Shop, Shell, NAPA Auto Parts, Shell, Hearst Elementary School, Cash America Pawn, AutoZone, Cicero Senior Lofts, Cicero Motel, Taco Bell"
882664525bfffff,21,15,"place_of_worship, variety_store, bar, mobile_phone, restaurant, mobile_phone, bicycle_rental, car_repair, convenience, fuel, place_of_worship, variety_store, fast_food, cafe, car_repair, fast_food, money_transfer, car_repair, car_rental, school, chemist","Beautiful Saviour Evangelical Lutheran Church, Dollar Tree, Angie’s Bar & Sunset Inn, Cricket Wireless, Beggars Pizza, Boost Mobile, Kenneth Ave & 50th St, Archer Knox Auto Rebuilders, Tiger Mart, Exxon, Saint Richard Catholic Church, Family Dollar, Popeyes, Starbucks, Goodyear, George's, Western Union, Midas, Hertz, Saint Richard School, Walgreens"
882664525dfffff,5,4,"school, place_of_worship, social_facility, community_centre, school","Our Lady of the Snows School, Our Lady of the Snows, Midway Pointe Senior Living, The Salvation Army Midway Citadel Corps Community Center"
8826645281fffff,5,4,"clothes, party, car_rental, car_rental, car_parts","Catherines, Party City, Avis, Budget, AutoZone"
8826645283fffff,6,6,"money_transfer, supermarket, motel, pharmacy, school, place_of_worship","Western Union, Aldi, Aloha Motel, CVS Pharmacy, Golgotha Early Childhood Center, Golgotha Lutheran Church"
8826645289fffff,18,11,"furniture, fast_food, video_games, fast_food, fast_food, mobile_phone, mobile_phone, clothes, ice_cream, atm, bank, motel, fast_food, car_parts, fast_food, fast_food, doityourself, fast_food","Aaron's, Little Caesars, GameStop, Subway, Wingstop, Metro by T-Mobile, Boost Mobile, Avenue, Baskin-Robbins, Chase, Saratoga Motel, Arby's, O'Reilly Auto Parts, Dunkin', Wendy's, Lowe's, Chick-fil-A"
882664528bfffff,3,3,"bicycle_rental, place_of_worship, school","Scottsdale Park, Saint Bede the Venerable Church, Saint Bede School"
8826645299fffff,2,2,"ice_cream, fast_food","Baskin-Robbins, Dunkin'"
882664529dfffff,5,3,"bicycle_rental, place_of_worship, place_of_worship, place_of_worship, school","Kildare Ave & 85th St, Hometown Christian Church Disciplines of Christ, Saint Peter's Evangelical Lutheran Church, Durkin Park Elementary School"
88266452c3fffff,7,6,"bakery, cafe, department_store, shoes, department_store, cinema, mall","Lady Di’s Bakery, O’s Donuts and Cafe, JCPenney, Foot Locker, Ross, AMC Ford City 14, Ford City Mall"
88266452c7fffff,11,9,"cafe, fast_food, restaurant, fast_food, bed, department_store, variety_store, clothes, clothes, shoes, hotel","Sweet Honey Tea, Chipotle, IHOP, Potbelly, Mattress Firm, Marshalls, Five Below, Old Navy, Citi Trends, Famous Footwear, Holiday Inn LXG Midway Airport"
88266452c9fffff,5,5,"laundry, car_repair, post_office, fuel, convenience","Wash Smart Lavanderia, Auto Repair Classroom, Southwest Carrier Annex, Marathon, Marathon"
88266452cbfffff,12,12,"bakery, variety_store, restaurant, mobile_phone, clinic, second_hand, bicycle_rental, pharmacy, fast_food, social_facility, chemist, shelter","Jessica’s Bakery, Dollar Tree, Buffet City, Metro by T-Mobile, DaVita Dialysis, Family Thrift Store, Springfield Ave & 71st St, Walgreens, Burger King, ICH-1, Walgreens"
88266452cdfffff,7,3,"fast_food, fast_food, restaurant, fast_food, fast_food, school, fast_food","McDonald's, Dunkin', Lou Malnati's Pizzeria, Taco Bell, Panda Express, Mariano Azuela Elementary School, Culver's"
88266452d1fffff,8,7,"convenience, bicycle_rental, school, post_office, place_of_worship, fuel, variety_store, school","Citgo, Springfield Ave & 80th St, Dawes Elementary School, Ashburn Post Office, First Christian Church of Chicago, Citgo, Dollar Tree, Bogan High School"
88266452d3fffff,10,5,"bicycle_rental, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, social_facility, shelter, shelter, school","Columbus Ave & 83rd Pl, Ashburn Lutheran Church, Ashburn Baptist Church, Masjid Al Muhajireen, Ashburn United Methodist Church, Ashburn Community Area Academy, Ashburn Lutheran School"
88266452d5fffff,3,3,"school, bank, library","Adlai E. Stevenson Elementary School, Republic Bank of Chicago, Scottsdale Branch Library"
88266452d7fffff,11,8,"restaurant, car_wash, bicycle_rental, convenience, laundry, variety_store, restaurant, fast_food, fuel, convenience, fuel","Vito & Nick's Pizzeria, Mobil, Pulaski Rd & 84th St, Citgo, Smart Wash, Family Dollar, Angie's, McDonald's, Citgo, Mobil Mart, Mobil"
88266452d9fffff,2,1,"school, school","Sarah E. Goode STEM Academy, Lionel Hampton Fine & Performing Arts School"
88266452dbfffff,15,11,"school, bar, car_repair, bicycle_rental, social_facility, fire_station, convenience, fast_food, fuel, car_parts, school, shelter, shelter, shelter, shelter","Southwest School of Business, Smoke Filled Room, Caliber Collision, Columbus Ave & 79th St, New Foundation Of Hope Inc, Chicago Fire Department Engine Company 15, Citgo, Burger King, Citgo, AutoZone, Owen Scholastic Academy"
88266452ddfffff,3,3,"bicycle_rental, college, fire_station","Pulaski Rd & 75th St, Richard J. Daley College, Chicago Fire Department Engine Company 64"
8826645601fffff,5,3,"place_of_worship, place_of_worship, place_of_worship, bicycle_rental, school","Pure in Heart Missionary Baptist Church, Christian Covenant Baptist Church, Tabernacle of Zion of the Apostolic Faith, Eggleston Ave & 115th St, Alex Haley Academy"
8826645603fffff,8,4,"place_of_worship, place_of_worship, fire_station, fast_food, place_of_worship, place_of_worship, social_centre, place_of_worship","Greater Canaan Missionary Baptist Church, Children Giving Light To A Dark World Spirtual Church, Chicago Fire Department Engine Company 75, Sharks Fish & Chicken, Greater Zion Chapel, West Pullman Church of God, Major Charles L. Hunt VFW Post 2024, Greater Canaan Baptist Church"
8826645605fffff,20,13,"supermarket, fast_food, mobile_phone, mobile_phone, convenience, bicycle_rental, clothes, ice_cream, pharmacy, clinic, place_of_worship, car_repair, fast_food, fast_food, fuel, convenience, fast_food, car_parts, fast_food, fuel","Aldi, Subway, Cricket Wireless, Metro by T-Mobile, Citgo, Major Taylor Trail & 115th St, DTLR, Baskin-Robbins, Walgreens, Planned Parenthood - Roseland Health Center, Sheldon Heights Church of Christ, Valvoline, Popeyes, McDonald's, Citgo, Mobil Mart, Dunkin', AutoZone, Wendy's, Mobil"
8826645607fffff,21,9,"school, place_of_worship, school, place_of_worship, school, place_of_worship, place_of_worship, place_of_worship, variety_store, clothes, bicycle_rental, money_transfer, bank, social_facility, library, place_of_worship, place_of_worship, place_of_worship, money_transfer, place_of_worship, place_of_worship","Assumption Blessed Virgin Mary-Saint Catherine of Genoa School, House of Prayer Missionary Baptist Church, Saint Catherine School, Zion Missionary Baptist Church, Bunnyland Developmental Day Care Center, House of Prayer Temple Church of God in Christ, Home Mission Pentecostal Tabernacle Church, Holy Trinity Community Church, Family Dollar, Citi Trends, Halsted St & 119th St, Western Union, Chase, Community Assistance Programs, West Pullman Branch Library, Aimwell Missionary Baptist Church, Saint Catherine of Genoa Roman Catholic Church, Christian Reformed Apostolic Church, 119th & Halsted Currency Exchange, Christ Fellowship Church, New Vision of Faith Ministries"
8826645609fffff,26,15,"school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, bicycle_rental, fast_food, clinic, fast_food, place_of_worship, place_of_worship, restaurant, car_parts, place_of_worship, fuel, variety_store, fuel, post_office, bank, bakery, pharmacy, hospital, convenience","Saint Nicholas School, Mary Magdalene Missionary Baptist Church, Greater New Jerusalem Missionary Baptist Church, Jehovahs Witnesses Roseland Unit, Greater House of God, House of Inspiration Church of God in Christ, Roseland Bible Church, Roseland Free Christian Center, Wentworth Ave & 111th St, Subway, Fresenius Kidney Care, Baba's Steak & Lemonade, Roseland Presbyterian Church, Starlight Saint James Missionary Baptist Church, Pepe's Mexican Restaurant, O'Reilly Auto Parts, Christ Temple Cathedral Church of Christ Holiness, Super Save, Dollar General, Citgo, Roseland Post Office, Self-Help Federal Credit Union, Old Fashioned Donuts, Roseland Pharmacy, Roseland Community Hospital, Citgo"
882664560bfffff,25,10,"school, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, school, variety_store, bicycle_rental, bicycle_rental, place_of_worship, fire_station, place_of_worship, place_of_worship, social_facility, fuel, convenience, place_of_worship, hardware, clinic, place_of_worship, place_of_worship, place_of_worship, school","CICS Prairie School, Saint Louis School, Bethel Apostolic Faith Church, Pilgrim Church of God in Christ, Mosque of Umar, Sound of Praise Evangelistic Center, Selans Beauty School, Saint Willibrords School, Family Dollar, Michigan Ave & 118th St, Michigan Ave & 114th St, Saint Willibrords Roman Catholic Church, Chicago Fire Department Engine Company 62, First Corinthians Baptist Church, Reeds Temple Church of God in Christ, Roseland Senior Housing Center, Citgo, Citgo, Saint Salomea Catholic Church, Plaza True Value Hardware, Roseland Public Health Center, St. John Missionary Baptist Church, Evangelism Outreach Ministries Full Gospel Pentecostal Church, Saint Anthony Catholic Church, Curtis Elementary School"
882664560dfffff,14,10,"childcare, bicycle_rental, artwork, artwork, money_transfer, school, fast_food, car_repair, place_of_worship, place_of_worship, money_transfer, fuel, convenience, place_of_worship","Me & You Learning Academy, Halsted St & 111th St, Western Union, Fenger High School, White Castle, Car-X, Church of God in Christ State Temple, Lilydale First Baptist Church, 111th & Halsted Currency Exchange, Citgo, Citgo, Allen Metropolitan Christian Methodist Episcopal Church"
8826645613fffff,5,5,"bicycle_rental, supermarket, convenience, school, laundry","Eberhart Ave & 131st St, Roserach Farms, Smily's Convenience Store, Aldridge Elementary School, Altgeld Gardens Laundry Building"
8826645615fffff,6,5,"convenience, alcohol, bicycle_rental, school, place_of_worship, place_of_worship","Karkar Food, J&B Liquors, State St & 123rd St, Jesse Owens Community Academy, Greater New Mount Eagle Baptist Church, Labourers For Christ Ministries"
8826645617fffff,2,2,"bicycle_rental, place_of_worship","State St & 127th St, Progressive Missionary Baptist Church"
8826645619fffff,1,1,stripclub,The Factory
882664561dfffff,3,2,"school, place_of_worship, place_of_worship","Saint Salomeas School, Jesus the House of Prayer of the Lord Jesus Christ, Gods House of Prayer"
8826645621fffff,22,16,"supermarket, video_games, fast_food, clothes, department_store, variety_store, nutrition_supplements, fast_food, mobile_phone, fast_food, fast_food, clothes, clothes, telecommunication, department_store, shoes, money_lender, place_of_worship, bank, restaurant, optician, school","Jewel-Osco, GameStop, Wingstop, Old Navy, Forman Mills, Dollar Tree, GNC, Pizza Hut Delivery, T-Mobile, Subway, Panda Express, DTLR, Rainbow, Xfinity, dd's Discounts, Snipes, Speedy Cash Loans, Christ Universal Temple, Fifth Third Bank, Chili's, America's Best Contacts & Eyeglasses, Johnnie Colemon Academy"
8826645625fffff,5,4,"bar, bar, shelter, social_facility, place_of_worship","Declan’s Irish Pub, Rucker Cigar Lounge, Mercy Home Girls Campus, Sacred Heart Church"
8826645629fffff,8,3,"bicycle_rental, bicycle_rental, bicycle_rental, school, place_of_worship, place_of_worship, place_of_worship, place_of_worship","Ada St & 113th St, Laflin St & 115th St, Racine Ave & 115th St, Whistler Elementary School, Holy Name of Mary Catholic Church, Lutheran Church of the Holy Spirit, Arnett Chapel African Methodist Episcopal Church, Greater Pleasant Green Baptist Church"
882664562bfffff,6,5,"community_centre, place_of_worship, place_of_worship, school, social_facility, fire_station","Ray and Joan Kroc Community Center, Maple Park United Methodist Church, Mount Zion Baptist Church, Higgins Community Academy, Ray & Joan Kroc Community Center, Chicago Fire Department Engine Company 115"
882664562dfffff,9,8,"shelter, bicycle_rental, convenience, fuel, place_of_worship, post_office, school, place_of_worship, variety_store","Homewood Ave & 115th St, BP Shop, BP, Apostolic Pentecostal Church of Morgan Park, Morgan Park Post Office, Esmond Elementary School, Morgan Park Pentecostal Church, Family Dollar"
8826645631fffff,5,4,"place_of_worship, variety_store, fast_food, place_of_worship, school","Saints Peter and Paul Catholic Church, Dollar General, Harold's Chicken Shack, Foster Park Church of Christ, Ronald Brown Academy"
8826645633fffff,1,1,artwork,Marshall Major Taylor
8826645639fffff,6,3,"school, place_of_worship, bicycle_rental, bicycle_rental, place_of_worship, school","Assumption School, Hyde Park African Methodist Episcopal Church, Major Taylor Trail & 124th St, Stewart Ave & 123rd St, Assumption Catholic Church, Ralph H. Metcalfe Community Academy"
882664563bfffff,6,5,"car_repair, bicycle_rental, fuel, place_of_worship, place_of_worship, convenience","Dupe's Auto Enterprises, Parnell Ave & 127th St, BP, Saint Peter's Church of God and Christ, Christ Everlasting Missionary Baptist Church, BP Shop"
882664563dfffff,3,3,"bar, bicycle_rental, school","The Spot Social Hour, Halsted St & 123rd St, Edward White Career Academy"
8826645641fffff,19,9,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility, bicycle_rental, fast_food, pharmacy, place_of_worship, place_of_worship, convenience, motel, place_of_worship, place_of_worship, place_of_worship, fuel, fast_food, school, social_facility","Holy Miracle Church, Apostolic Assembly of the Lord Jesus Christ, Mount Calvary Interdenominational Church, Trinity All Nations Church, Roseland Senior Center, Wentworth Ave & 104th St, Jimmy's Best, Walgreens, International Deliverance Center Church of God in Christ, Christian Missionary Baptist Church, Mobil Mart, Royal Motel, Brown Temple Mission Church, Emmanuel Reformed Church, Kingdom Hall of Jehovah's Witnesses (Rosemoor), Mobil, White Castle, Langston Hughes Elementary School, Roseland Place Senior Apartments"
